	index	sentence	origin	lang
61	67	The brick façade is characterized by a quite simple structure divided into three parts by pilasters and finished with a triangular tympanum which includes a rose window in the centre	126	en
62	68	Above the portal there is a sculpture depicting the Virgin with a putto, dating back to the end of the 16th century, and attributed to Girolamo Campagna	126	en
63	69	Two large arched side windows and an elliptical rose window complete the facade	126	en
64	70	The Inside in constructed very simplly and with a single nave, there are two side altars and a high altar surmounted by the painting The Virgin with Saints Francesco, Chiara, Marco and Orsola by Palma il Giovane	126	en
65	71	On the right altar there is the Death of St Joseph, a painting of the 17th century Paduan school by an anonymous author, while on the left altar there is an ancient copy of an icon	126	en
66	72	On the ceiling there are three empty squares, which housed three now lots of paintings by Palma il Giovane, which had been donated by the noblewoman Marietta Foscarini during the construction of the church	126	en
67	73	Santa Fosca a church in Cannaregio one of the six sestieri of Venice in Veneto, Italy	127	en
68	74	Adjacent to the Strada Nova, it faces the campo of Santa Fosca, on whichs campo stands the monument with a bronze monument of Paolo Sarpi	127	en
69	75	Documents attest to a church of this name dating to the 10th century, while the present building dates to reconstructions beginning in the 18th century	127	en
70	76	The facade was designed by Domenico Rossi and built with the patronage of the patrician Donà family who resided in the adjacent Palazzo Giovanelli	127	en
71	77	The church now belongs to the parish of San Marcuola	127	en
72	78	The interior has a Trinity and the Virgin by Filippo Bianchi, while the Life of Santa Fosca altarpieces were painted by Francesco Migliori	127	en
73	79	It has tags of cannaregio, italy, italianrepublic, repubblicaitaliana, europe, mediterranean, venice, veneto, venezia, venesia, urban, city, sestieri, venetianrepublic, chiesadisantaforsca, santafosca, church, chapel, worship, religion, christ, christian, christianity	127	en
74	80	The Cannaregio Canal in Cannaregio one of the six sestieri of Venice in Veneto, Italy	128	en
75	81	It was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	128	en
76	82	Development began in the eleventh century as the area was drained and parallel canals were dredged	128	en
77	83	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	128	en
78	84	The canal still runs as an important part of the district	128	en
79	85	Campo San Geremia square in Cannaregio one of the six sestieri of Venice in Veneto, Italy	129	en
80	86	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	129	en
81	87	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	129	en
82	88	Isola di San Michele, the historic cemetery island, is associated with the district	129	en
83	89	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	129	en
84	90	Development began in the eleventh century as the area was drained and parallel canals were dredged	129	en
85	91	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	129	en
86	92	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	129	en
87	93	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	129	en
88	94	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	129	en
89	95	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	129	en
90	96	He removed the gates and gave all residents the freedom to live where they chose	129	en
91	97	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	129	en
92	98	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	129	en
93	99	It has title of Acoustic wedge (mirrored) - 2020 - and art lover	130	en
94	101	Bridge of Sighs	133	en
95	103	St Marks Square	134	en
96	106	It has tags of europe, italy, venice	134	en
97	107	St Marks Square	135	en
98	110	It has tags of europe, italy, venice	135	en
99	111	St Marks Square	136	en
100	113	It has tags of europe, italy, venice	136	en
101	115	It has tags of churches, italy, venice, europe	137	en
102	117	It has tags of europe, italy, venice	138	en
103	118	St Marks Square	154	en
104	121	It has tags of family, europe, italy, venice	154	en
105	122	Looking from Guglie Bridge down the Rio Tera San Leonardo, a backstreet in Cannaregio one of the six sestieri of Venice in Veneto, Italy	175	en
106	123	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	175	en
107	124	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	175	en
108	125	Isola di San Michele, the historic cemetery island, is associated with the district	175	en
109	126	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	175	en
110	127	Development began in the eleventh century as the area was drained and parallel canals were dredged	175	en
111	128	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	175	en
112	129	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	175	en
113	130	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	175	en
114	131	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	175	en
115	132	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	175	en
116	133	He removed the gates and gave all residents the freedom to live where they chose	175	en
117	134	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	175	en
118	135	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	175	en
119	136	Möllevångstorget Market Square in Möllevången, a district of Malmö the capital of Scania, in Øresund, Sweden	181	en
120	137	The market square Möllevångstorget and the surrounding former working-class district Möllevången in Malmö is nowadays probably the most prominent example of Malmö’s multicultural charm	181	en
121	138	A colourful fruit and vegetable market is held on the Möllevångstorget every day	181	en
122	139	In the surrounding house are smaller shops with a variety of goods from around the world	181	en
123	140	In the evening, a vibrant nightlife awakes – nowhere in Malmö is the concentration of exotic restaurants, pubs and bars higher than in the so-called district .Mölle.	181	en
124	141	Möllevången is sometimes even referred to as the Soho of Malmö	181	en
125	142	It has title of Bar Colleoni	182	en
126	143	It has title of Gondolas by St Mark's Square / Piazza San Marco (1995, shot on 35mm film) | Venice, Italy	205	en
127	144	Water reflections on the Grand Canal	213	en
128	145	Giudecca one of the six sestieri of Venice in Veneto, Italy	231	en
129	146	Giudecca was known in ancient times as the Spinalunga (meaning .Long Thorn.)	231	en
130	147	The name Giudecca may represent a corruption of the Latin Judaica/Judaean and so may be translated as .the Jewry.: several towns in Southern Italy and Sicily have Jewish quarters named Giudecca or Judeca	231	en
131	148	However, the original Venetian Ghetto was in Cannaregio, in the north of the city, and there is no evidence, but for the name, of Jews ever having lived in Giudecca	231	en
132	149	Furthermore, the term .Giudecca	231	en
133	150	was not used to denote the Jewish quarters of towns in northern Italy	231	en
134	151	Giudecca was historically an area of large palaces with gardens, the island became an industrial area in the early 20th century with shipyards and factories, in addition to a film studio	231	en
135	152	Much of the industry went into decline after World War II, but it is now once more regarded as a quiet residential area of largely working-class housing with some chic apartments and exclusive houses	231	en
136	153	It is known for its long dock and its churches, including the Palladio-designed Il Redentore	231	en
137	154	The island was the home of a huge flour mill, the Molino Stucky, which has been converted into a luxury hotel and apartment complex	231	en
138	155	At the other end of Giudecca is the famous five-star Cipriani hotel with large private gardens and salt-water pool	231	en
139	156	How many times has this framing of the Ri alto been and are still taken in photography	233	en
140	157	I found many, but with subtle differences for the stereos of those years	233	en
141	158	It is still the more or less defined association between Henri Plaut and Alexandre Bertrand, in 1865	233	en
142	159	(see comments on their panorama of Cadiz) If some questions have been raised I think rise, as for Cadiz the images have been retouched	233	en
143	160	I deliberately left the unfortunate alterations on the left center of the opening of the Ri alto	233	en
144	161	Retouched and trimmed	233	en
145	162	(as well as the roofs of the houses on the left) They used at least for this series the same tools to put back in the right direction the negatives before insolation of the positives	233	en
146	163	The visible separation bar (which should not be	233	en
147	164	) is always identical	233	en
148	165	This makes the hyper-stereo a signature	233	en
149	166	Good photographers, but for one of them a lousy lab tech	233	en
150	167	I hesitated, but it would have been a shame to deprive myself of this particularly powerful stereography, a bit of today’s rendering with a Fuji réal 3 D, but it’s 1865	233	en
151	168	One of the sails on the second gondola to slide and the long exposure time gives the water this vaporous side in opposition to the sharpness of the whole picture	233	en
152	169	In view of the dust (of origin.) and other defects, I only dusted the whole	233	en
153	170	The difference between dust removal and  restored  is only in the process	233	en
154	171	For a «dust removal» I work on the image at max 150% magnification, for the other 300%, has this size nothing can normally escape you..	233	en
155	172	Generally speaking my wish would be to be able to view the enlarged image, as a document	233	en
156	173	But eyelashes, hairs or treacherous dust can and surely must have already passed through the visual antiparasitic net..	233	en
157	174	That’s my limit: I’m human	233	en
158	175	It has tags of stereophotography, stereophotos, stereoview, stereo, stererocard, stereograph, stereoscopic, stereography, stereoscopique, anaglyph, peppinanaglyphes, venise, bertrand, rialto	233	en
159	176	It has tags of byerwin, c, blackandwhite, camerabody, film, fomapan, meta, c, venedig, provinzvenedig, italien	247	en
160	177	It has tags of byerwin, venedig, provinzvenedig, italien, ber, barca, acqua, water, reflection, riflessione, riflesso, reflektion	279	en
161	179	It has tags of italy, venice, gondola, tourism	320	en
162	180	It has title of Doge's Palace	382	en
163	181	It has title of St Mark's Basilica	383	en
164	182	Venice was the hometown of Antonio Vivaldi	429	en
165	183	It is also the hometown of Interpreti Veneziani a group dedicated to making the music of Vivaldi and others	429	en
166	184	During the 2021 summer season, they performed at the Chiesa San Vidal in Venice	429	en
167	185	They also have dates in the US, UK, Japan, and in various European cities	429	en
168	186	The Chiesa San Vidal also is a museum of expertly preserved and wonderfully displayed violins	429	en
169	187	In this image the crowd awaits the musicians return from intermission..	429	en
170	188	It has title of A Night of Vivaldi	429	en
171	189	A view of the Grand Canal in Venice with a sketchy effect applied using Photoshop	431	en
172	190	HSS  Since I wrote this I did some looking back at my series of photos	431	en
173	191	This is actually one of the larger canals that branches from the Grand Canal in the Cannaregio district.	431	en
174	192	It has tags of venice, italy, grandcanal, canal, slider, hss	431	en
175	193	It has title of italy - st marks square venice summer 1963 JL	438	en
176	194	It has tags of sitmar, castelverde, sswoostervictory, ceylon	441	en
177	195	It has title of italy - one of many canals in venice 1971 JL	451	en
178	196	It has title of St Mark's Bell Tower	458	en
179	197	It has title of Double Door, Venice, Italy	468	en
180	199	It has title of Seafront at San Marco	482	en
181	200	It has tags of fotokraj, flicker, dkedit, r, color, n, kan, lampa, m, st, architektura, zahrani, fotokniha, it, ben, pier, water, waters, bright, architecture, colorful, nature, seafront, canal, medieval, street, lamp, church, kostel	482	en
182	201	It has title of Locks of love	483	en
183	202	It has tags of byerwin, c, blackandwhite, camerabody, film, fomapan, meta, venedig, provinzvenedig, italien, c, corona, covid	488	en
184	205	It has title of Venice, Sestiere Castello  seen from the Campanile of San Giorgio Maggiore	520	en
185	206	It has tags of byerwin, c, blackandwhite, camerabody, film, fomapan, meta, venedig, provinzvenedig, italien, c	523	en
186	208	It has tags of byerwin, venedig, provinzvenedig, italien, ber, italia, italy, venice	535	en
187	209	It has tags of byerwin, venedig, provinzvenedig, italien, ber, venice, italia, italy, boat, blue, red	537	en
188	212	It has title of Venice, Giudecca seen from the Campanile of San Giorgio Maggiore	542	en
189	215	It has title of Heaven knows	545	en
190	218	It has title of Venice, Giudecca, view towards  Fondamenta Zattere	548	en
191	221	Cannaregio one of the six sestieri of Venice in Veneto, Italy	551	en
192	222	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	551	en
193	223	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	551	en
194	224	Isola di San Michele, the historic cemetery island, is associated with the district	551	en
195	225	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	551	en
196	226	Development began in the eleventh century as the area was drained and parallel canals were dredged	551	en
197	227	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	551	en
198	228	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	551	en
199	229	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	551	en
200	230	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	551	en
201	231	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	551	en
202	232	He removed the gates and gave all residents the freedom to live where they chose	551	en
203	233	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	551	en
204	234	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	551	en
205	235	Looking down the Rio Della Maddalena a canal in Cannaregio one of the six sestieri of Venice in Veneto, Italy	552	en
206	236	It has a length of 228 meters and whose name comes from the nearby Madalena church	552	en
207	237	The northern end is in front of the Diedo Palace, which is located at the crossroads of the Rio del Grimani, coming from the northeast, the Rio dei Servi coming from the northwest and Santa Fosca coming from the southeast	552	en
208	238	Then, it winds in the form of a large S towards its mouth in the Grand Canal, first for 50  meters a southwest direction, under the Sant'Antonio bridge, then in a south-eastern direction for 118 meters along the Campo de la Maddalena and passing under the Correr bridge and after the Campiello dei Fiori in a southwest direction passing under the Ogio bridge before joining the Grand Canal after its last 60 meters	552	en
209	239	Santa Maria Maddalena, usually referred to as La Maddalena, is a church in Campo della Maddalena a city square in Cannaregio one of the six sestieri of Venice in Veneto, Italy	553	en
210	240	A church is known on the site as early as 1222 which was owned by the Balbo patrician family	553	en
211	241	When, in the mid-14th century, the Venetian Senate established a public holiday for Mary Magdalene's feast, it was decided to enlarge the church, including a watchtower which was turned into a bell tower	553	en
212	242	The church was restored in the early 18th century, but in 1780 it was entirely rebuilt under design by Tommaso Temanza, with a circular plan inspired by the Pantheon in Rome	553	en
213	243	The bell tower was demolished in 1888	553	en
214	244	The most notable feature is the portal, with masonic symbols over the door (probably connected to the Balbo's membership in the Knights Templar)	553	en
215	245	The interior has an hexagonal plan with four side chapels and a presbytery	553	en
216	249	IL POZZO DEL CAMPO SANT' AGOSTINO	558	en
217	250	It has tags of venicebiennaleofarchitecture, peoplemeetinarchitecture, venice, italy, phillipkalantziscope, germanpavilion, eastgermanlights, phillip, kalantzis, cope	572	en
218	251	It has title of San Rocco church, Venice	574	en
219	252	It has title of The doge's Palace, Venice	575	en
220	253	It has title of Misericordia building on the right, Venice	577	en
221	254	It has title of Gothic church of Madonna dell'Orto, Venice	578	en
222	256	It has title of Monuments for the Jewish victims of WW2 in Ghetto, Venice	583	en
223	257	The Fish Merchant of Venice 😊 ..	584	en
224	258	A Tale (tail.) of Daily life in Venice where the locals and merchants are not tourists and have to sell, or shop for and buy, their food locally	584	en
225	259	😊   Perhaps this is a modern day Antonio and Portia discussing Shylock's demands	584	en
226	260	🤔😊 On a more serious note, you can tell this lady is a local from the elegant wellington boots she is wearing to help navigate the serious flooding that often occurs in Venice.	584	en
227	261	The Fish Merchant of Venice 😊)	584	en
228	262	It has tags of fishmarket, fish, shopper, shopping, customer, market, produce, artificiallighting, lighting, local, wellingtons, wellingtonboots, boots, ice, venice, veneto, italy, italia, mercatodelpescealminuto, pesce, mercato, seafood, fishmerchant, merchant, merchantofvenice, fishmerchantofvenice, opera, themerchantofvenice, shakespeare, shakespeariancomedy, play, antonio, portia, shylock, williamshakespeare, humor, humour, flood, flooding	584	en
229	264	is not the name of a saint you never heard of	596	en
230	265	It is the Venetian short form of Santi Giovanni e Paolo (Saints John and Paul).	596	en
231	266	It has title of Kosher restaurant in the Ghetto quarter, Venice	603	en
232	278	It has title of Venice, Canal Grande, the bend at Ca' Rezzonico	616	en
233	280	It has title of Venice, Canal Grande & belfry of Santi Apostoli	618	en
234	284	It has title of Venice, Italy	623	en
235	285	Eve of Distruction, Barry McGuire:	630	en
236	286	It has title of Venezia, Eve of Distruction.	630	en
237	287	It has tags of venice, venezia, italy, bridge, woman, destructrion, eveofdestruction	630	en
238	288	It has title of Grand Canal	645	en
239	289	It has tags of italy, venice, grandcanal, boats	645	en
240	290	It has title of Water and wood...Venezia- June 2012	648	en
241	291	It has title of Nightlife on the Grand Canal (Venice)	662	en
242	292	It has tags of night, grancanal, venice, italy, light, brightlycanalelgrancanaleuropaitaliapuentederialtovenecia	662	en
243	293	It has title of Venice, Italy	671	en
244	294	Early morning colors	672	en
245	295	It has tags of whl	676	en
246	296	Pure Merino Wool	702	en
247	297	By about 4:15 on a February afternoon, the sun was already low enough to bathe this watery scene in gentle colors	725	en
248	298	I was particularly taken by the Venetian street lights with their rose-colored lenses	725	en
249	299	Double-click on the image to enlarge	725	en
250	300	It has title of Grand Canal, Venice	725	en
251	301	It has tags of canals, italy, venice, streetlights, gondolas, grandcanal	725	en
252	304	Venice, Italy, Oct	773	en
253	305	It has tags of blackandwhite, bw, art, correr, museum, venezia, venedig, venice	791	en
254	306	It has title of Venice, Italy	810	en
255	307	It has tags of veniceitaly, italy, canalsofvenice, canals, boats, bridges	810	en
256	308	It has title of San Marco square with bell tower, Venice	814	en
257	309	In the church Madonna dell'Orto	817	en
258	310	It has title of Jewish retirement home in Ghetto, Venice	820	en
259	311	It has title of Former Jewish houseblocks, Ghetto, Venice	821	en
260	313	It has title of View from Ponte d'Accademia	827	en
261	314	It has tags of venedig, venic, lowsaturation, nikond, pontedaccademia	827	en
262	315	is not the name of a saint you never heard of	828	en
263	316	It is the Venetian short form of Santi Giovanni e Paolo (Saints John and Paul).	828	en
264	317	It has title of Mask shop, Venice	835	en
265	322	It has title of Venice, Doge's Palace, Scala dei Giganti, flanked by Mars and Neptune	842	en
266	324	It has title of Done for the Day	866	en
267	325	Bridge of Sighs	868	en
268	326	It has title of Chiostro	885	en
269	327	Looking out from the top of the San Marco Campanile, the bell tower of St Mark's Basilica, in Piazza San Marco in San Marco one of the six sestieri of Venice in Veneto, Italy	889	en
270	328	The tower is 98.6 metres tall, it has a simple form, the bulk of which is a fluted brick square shaft, 12 metres wide on each side and 50 metres tall, above which is a loggia surrounding the belfry, housing five bells	889	en
271	329	The belfry is topped by a cube, alternate faces of which show the Lion of St Mark and the female representation of Venice	889	en
272	330	The tower is capped by a pyramidal spire, at the top of which sits a golden weathervane in the form of the archangel Gabriel (the one in the nativity)	889	en
273	331	The campanile reached its present form in 1514	889	en
274	332	The current tower was reconstructed in its present form in 1912 after the collapse of 1902	889	en
275	333	Looking out from the top of the San Marco Campanile, the bell tower of St Mark's Basilica, in Piazza San Marco in San Marco one of the six sestieri of Venice in Veneto, Italy	890	en
276	334	The tower is 98.6 metres tall, it has a simple form, the bulk of which is a fluted brick square shaft, 12 metres wide on each side and 50 metres tall, above which is a loggia surrounding the belfry, housing five bells	890	en
277	335	The belfry is topped by a cube, alternate faces of which show the Lion of St Mark and the female representation of Venice	890	en
278	336	The tower is capped by a pyramidal spire, at the top of which sits a golden weathervane in the form of the archangel Gabriel (the one in the nativity)	890	en
279	337	The campanile reached its present form in 1514	890	en
280	338	The current tower was reconstructed in its present form in 1912 after the collapse of 1902	890	en
281	339	Looking out from the top of the San Marco Campanile, the bell tower of St Mark's Basilica, in Piazza San Marco in San Marco one of the six sestieri of Venice in Veneto, Italy	891	en
282	340	The tower is 98.6 metres tall, it has a simple form, the bulk of which is a fluted brick square shaft, 12 metres wide on each side and 50 metres tall, above which is a loggia surrounding the belfry, housing five bells	891	en
283	341	The belfry is topped by a cube, alternate faces of which show the Lion of St Mark and the female representation of Venice	891	en
284	342	The tower is capped by a pyramidal spire, at the top of which sits a golden weathervane in the form of the archangel Gabriel (the one in the nativity)	891	en
285	343	The campanile reached its present form in 1514	891	en
286	344	The current tower was reconstructed in its present form in 1912 after the collapse of 1902	891	en
287	345	It has title of Garbage boat - Venice Italy 2019	901	en
288	346	It has title of Venice Italy 2019	902	en
289	347	It has title of Venice Italy 2019	904	en
290	348	It has tags of clothesline	904	en
291	349	It has title of Venetian Ghetto, the area of Venice in which Jews were forced to live by the government of the Venetian Republic in the 1500's	905	en
292	350	Venice Italy 2019	905	en
293	351	It has title of Venetian Ghetto, the area of Venice in which Jews were forced to live by the government of the Venetian Republic in the 1500's	906	en
294	352	Venice Italy 2019	906	en
295	353	It has title of On the vaporetto in Venice	909	en
296	354	It has title of Riding the vaporetto around Venice	911	en
297	355	A skeletal floor for the ESA-supported lunar habitat design which was created by leading architects Skidmore, Owings and Merrill and currently on show at this year’s Venice Biennale	923	en
298	356	This prototype floor design section was 3D printed in stainless steel by Dutch company MX3D, famous for creating a 3D-printed bridge in Amsterdam	923	en
299	357	Designed to meet efficiency, use, and construction constraints, the structure’s smooth web pattern design emerged from delineating stress map analysis and optimising a continuous topology to reduce mass and make maximum use of 3D printing manufacturing methods	923	en
300	358	It was printed using robotic ‘wire arc additive manufacturing’ out of 308LSi stainless steel and took about 246 hours to make, adding up to a total mass of approximately 395 kg	923	en
301	359	The overall floor design is made out of six separate segments that were printed vertically before being welded together	923	en
302	360	The 3D printed structure is supported by three columns and hosts a series of floor panels	923	en
303	361	The innovative floor design is supported from columns in the habitat walls, cantilevering towards the perimeter and centre,  comments Daniel Inocente, SOM Senior Designer for the study	923	en
304	362	We looked at the manufacturing constraints and used our analysis to interpolate a web pattern that followed the angular limits of the 3D printing machines	923	en
305	363	The cross section and thickness was also analysed and differentiated to reduce the overall mass – with reduced thickness at the exterior/interior boundaries	923	en
306	364	This was a great opportunity to show the potential of our technology for the fabrication of lightweight metal structures together with ESA and SOM,  explains Gijs van der Velden, CEO of MX3D	923	en
307	365	It was a perfect project for MX3D to leverage its experience in printing topology optimised metal structures	923	en
308	366	Achieving an optimal use of material is a company goal at MX3D because – just as when designing space applications – every reduced kilo in a MX3D design is a direct win for a project’s feasibility	923	en
309	367	Advenit Makaya, Advanced Manufacturing Engineer at ESA says:  This is a remarkable achievement from MX3D, which further highlights the potential of this additive manufacturing technique for an increasing range of space applications	923	en
310	368	The design flexibility and the possibility to combine the printed structure with embedded monitoring systems – as demonstrated in the 3D-printed bridge in Amsterdam – are worth investigating for applications in space structures	923	en
311	369	This technique could also be considered for in-situ construction of infrastructure during sustainable exploration missions, for instance by using metallic feedstock derived from the locally available regolith	923	en
312	370	Thomas Rohr, Head of the Materials and Processes team at ESA adds:  The capabilities of MX3D demonstrate inspiring concurrence of engineering and art, and are another great example to what extent additive manufacturing has already entered our society	923	en
313	371	For space applications, such technologies not only provide improvements in performance but can lead to unprecedented and enabling design solutions	923	en
