	index	sentence	origin	lang	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3
11	13	It has tags of mariepauledemeyer, venice, italy	60	en	0.08019527047872543	0.14455600082874298	0.4193885326385498	0.16671091318130493	0.024429254233837128	0.11973203718662262	0.01394100021570921	0.00879223644733429	0.010378965176641941	0.011795639991760254	8.020173117984086e-05	0.4193885326385498	Criteria iii	0.16671091318130493	Criteria iv	0.14455600082874298	Criteria ii	0.4193885326385498	0.7306554466485977
12	14	Rio di Santa Caterina in Cannaregio one of the six sestieri of Venice in Veneto, Italy	74	en	0.20272675156593323	0.06852061301469803	0.14977513253688812	0.13463328778743744	0.009894545190036297	0.2894105315208435	0.04350890964269638	0.07632897049188614	0.012741515412926674	0.011715102940797806	0.0007447215029969811	0.2894105315208435	Criteria vi	0.20272675156593323	Criteria i	0.14977513253688812	Criteria iii	0.2894105315208435	0.6419124156236649
13	15	The Rio de Santa Caterina has a length of 310 m	74	en	0.02277316525578499	0.003487620735540986	0.021614795550704002	0.010292994789779186	0.0030045995954424143	0.015627268701791763	0.41800355911254883	0.42778280377388	0.042916834354400635	0.033550143241882324	0.0009461824665777385	0.42778280377388	Criteria viii	0.41800355911254883	Criteria vii	0.042916834354400635	Criteria ix	0.42778280377388	0.8887031972408295
14	16	It starts from the Misericordia Canal to the east-southeast and ends in the Rio dei Gesuiti	74	en	0.1371285766363144	0.2368280589580536	0.17500507831573486	0.17209620773792267	0.043603263795375824	0.15921039879322052	0.028111813589930534	0.01554657518863678	0.018015466630458832	0.014176933094859123	0.0002776296460069716	0.2368280589580536	Criteria ii	0.17500507831573486	Criteria iii	0.17209620773792267	Criteria iv	0.2368280589580536	0.5839293450117111
15	17	The name comes from the old Church Santa Caterina	74	en	0.06266757845878601	0.13267037272453308	0.28817060589790344	0.16712255775928497	0.013376579619944096	0.32652747631073	0.0028266008011996746	0.0018810429610311985	0.0018953370163217187	0.0027557588182389736	0.00010605318675516173	0.32652747631073	Criteria vi	0.28817060589790344	Criteria iii	0.16712255775928497	Criteria iv	0.32652747631073	0.7818206399679184
16	18	NOT ONLY THE SQUERO	84	en	0.018223121762275696	0.004541692789644003	0.006863296497613192	0.0063166809268295765	0.001274586422368884	0.01280308049172163	0.15711621940135956	0.49852943420410156	0.09700971096754074	0.19523391127586365	0.002088304143399	0.49852943420410156	Criteria viii	0.19523391127586365	Criteria x	0.15711621940135956	Criteria vii	0.49852943420410156	0.8508795648813248
17	19	The church is dedicated to the two Milanese martyrs Gervasio and Protasio (hence Trovaso) and was founded in the 9th century	84	en	0.10007712244987488	0.06323393434286118	0.177411749958992	0.07147794961929321	0.0025939196348190308	0.582995593547821	0.0005051722982898355	0.0006305359420366585	0.00020427444542292506	0.0003909326042048633	0.00047876848839223385	0.582995593547821	Criteria vi	0.177411749958992	Criteria iii	0.10007712244987488	Criteria i	0.582995593547821	0.8604844659566879
18	20	As Giuseppe Tassini tells us, the church was built in the early days after the foundation of Venice, and immediately became a parish church	84	en	0.11635181307792664	0.11594145745038986	0.27118489146232605	0.2781194746494293	0.014380965381860733	0.19991585612297058	0.0012253529857844114	0.0011853636242449284	0.0007704963791184127	0.0008384447428397834	8.597619307693094e-05	0.2781194746494293	Criteria iv	0.27118489146232605	Criteria iii	0.19991585612297058	Criteria vi	0.2781194746494293	0.749220222234726
19	21	It was rebuilt in 1028 by the Barbarigo and Caravella families	84	en	0.4989840090274811	0.1341501772403717	0.10782230645418167	0.2196338027715683	0.0057727498933672905	0.028118407353758812	0.0012871358776465058	0.002303923014551401	0.0007753008394502103	0.0008563411538489163	0.0002957819087896496	0.4989840090274811	Criteria i	0.2196338027715683	Criteria iv	0.1341501772403717	Criteria ii	0.4989840090274811	0.8527679890394211
20	22	From its foundation it was subjected to the authorities of the patriarchs of Grado and the bishops of Olivolo	84	en	0.03110130876302719	0.1343928873538971	0.40240025520324707	0.17227859795093536	0.06044366583228111	0.19202251732349396	0.001905766548588872	0.0013371576787903905	0.001989589771255851	0.002025207271799445	0.00010314342216588557	0.40240025520324707	Criteria iii	0.19202251732349396	Criteria vi	0.17227859795093536	Criteria iv	0.40240025520324707	0.7667013704776764
21	23	Due to various controversies, a compromise was reached in 1041: both prelates would have elected and commanded the vicar of San Trovaso	84	en	0.09470471739768982	0.2688201069831848	0.05386991426348686	0.06837250292301178	0.05275512486696243	0.10839980840682983	0.06768707931041718	0.03243371844291687	0.13298916816711426	0.11732831597328186	0.0026395937893539667	0.2688201069831848	Criteria ii	0.13298916816711426	Criteria ix	0.11732831597328186	Criteria x	0.2688201069831848	0.5191375911235809
22	24	This is an important testimony of the bad relations that existed in the Middle Ages between the Gradense clergy and the Venetian clergy	84	en	0.0037916579749435186	0.40132462978363037	0.4275791645050049	0.08032874763011932	0.009400822222232819	0.07488758862018585	0.0003796471864916384	0.0010213010245934129	0.0006610362906940281	0.0005500501720234752	7.526494300691411e-05	0.4275791645050049	Criteria iii	0.40132462978363037	Criteria ii	0.08032874763011932	Criteria iv	0.4275791645050049	0.9092325419187546
23	25	In 1105 the church was renovated	84	en	0.16736407577991486	0.3933742642402649	0.11373566836118698	0.1323876529932022	0.009952332824468613	0.16962364315986633	0.002954565454274416	0.002280719578266144	0.0026938877999782562	0.005275771953165531	0.0003572735586203635	0.3933742642402649	Criteria ii	0.16962364315986633	Criteria vi	0.16736407577991486	Criteria i	0.3933742642402649	0.7303619831800461
24	26	It collapsed in 1583 and from 1584 it was rebuilt in seven years	84	en	0.47878265380859375	0.10630468279123306	0.10222101211547852	0.210976704955101	0.013249259442090988	0.05596872791647911	0.010809083469212055	0.013877823017537594	0.004298679530620575	0.002997099654749036	0.0005143197486177087	0.47878265380859375	Criteria i	0.210976704955101	Criteria iv	0.10630468279123306	Criteria ii	0.47878265380859375	0.7960640415549278
25	27	Completely renovated starting from 1585 in Palladian forms with a Greek cross plan, on the outside it has the particularity of having two almost identical facades with double facing onto the Rio di Ognissanti and the Rio di San Trovaso	84	en	0.5921483039855957	0.09772245585918427	0.016557181254029274	0.2503878176212311	0.01360346283763647	0.013514148071408272	0.006248525343835354	0.005252826493233442	0.0017912810435518622	0.0016358612338081002	0.0011381331132724881	0.5921483039855957	Criteria i	0.2503878176212311	Criteria iv	0.09772245585918427	Criteria ii	0.5921483039855957	0.940258577466011
26	28	It was consecrated in 1657	84	en	0.5254868865013123	0.11268820613622665	0.1258496344089508	0.1316113919019699	0.0020219560246914625	0.09899631142616272	0.0012423003790900111	0.001251762150786817	0.000339804362738505	0.0003475103003438562	0.00016426891670562327	0.5254868865013123	Criteria i	0.1316113919019699	Criteria iv	0.1258496344089508	Criteria iii	0.5254868865013123	0.782947912812233
27	31	CHIESA DI SAN TROVASO	84	en	0.15869204699993134	0.04831830412149429	0.3175717890262604	0.11227565258741379	0.006721317768096924	0.3204261064529419	0.007252770941704512	0.017566347494721413	0.003176424652338028	0.006313464604318142	0.0016858020098879933	0.3204261064529419	Criteria vi	0.3175717890262604	Criteria iii	0.15869204699993134	Criteria i	0.3204261064529419	0.7966899424791336
28	32	The cloister (1448-1466) of the church of San Michele in Isola, Venice.	85	en	0.2683902978897095	0.11345371603965759	0.12437420338392258	0.28282618522644043	0.006381812039762735	0.2010127753019333	0.0008937650127336383	0.0009868699125945568	0.0006182840443216264	0.0008722811471670866	0.00018978246953338385	0.28282618522644043	Criteria iv	0.2683902978897095	Criteria i	0.2010127753019333	Criteria vi	0.28282618522644043	0.7522292584180832
29	33	Taking off from Marco Polo Airport in Venice, Veneto, Italy  Due to the importance of Venice as a leisure destination, it features flights to many European metropolitan areas as well as some partly seasonal long-haul routes to the United States, Canada and the Middle East	87	en	0.021985894069075584	0.3516099452972412	0.17183378338813782	0.27432700991630554	0.11046812683343887	0.05280149728059769	0.003588056191802025	0.004004957620054483	0.005397332366555929	0.003757908008992672	0.0002255493018310517	0.3516099452972412	Criteria ii	0.27432700991630554	Criteria iv	0.17183378338813782	Criteria iii	0.3516099452972412	0.7977707386016846
30	34	With 10,371, 380 passengers having passed through the airport in 2017, it remains the fourth busiest airport in Italy in terms of passenger numbers	87	en	0.12614503502845764	0.23818010091781616	0.21468132734298706	0.23660659790039062	0.02867412194609642	0.09628208726644516	0.011872564442455769	0.01137192826718092	0.012778278440237045	0.02295868843793869	0.0004490934079512954	0.23818010091781616	Criteria ii	0.23660659790039062	Criteria iv	0.21468132734298706	Criteria iii	0.23818010091781616	0.6894680261611938
31	35	The airport is named after Marco Polo and serves as a base for Volotea and easyJet	87	en	0.02401265874505043	0.11262122541666031	0.3183285892009735	0.11656138300895691	0.026469459757208824	0.32978489995002747	0.012128287926316261	0.018545623868703842	0.021191900596022606	0.02013707160949707	0.00021883691078983247	0.32978489995002747	Criteria vi	0.3183285892009735	Criteria iii	0.11656138300895691	Criteria iv	0.32978489995002747	0.7646748721599579
32	36	Another airport located in the Venice area, Treviso Airport, is sometimes unofficially labelled as Venice - Treviso and mostly serves low-cost airlines, mainly Ryanair and Wizz Air	87	en	0.03215548023581505	0.07552825659513474	0.41004154086112976	0.15330250561237335	0.09650512039661407	0.061571989208459854	0.04023097828030586	0.027452340349555016	0.050391148775815964	0.052566852420568466	0.00025378784630447626	0.41004154086112976	Criteria iii	0.15330250561237335	Criteria iv	0.09650512039661407	Criteria v	0.41004154086112976	0.6598491668701172
33	37	A modern terminal was opened in 2002, but it is already at full capacity	87	en	0.20858144760131836	0.19300420582294464	0.06937423348426819	0.47703319787979126	0.017091941088438034	0.021131258457899094	0.001722920686006546	0.0059007504023611546	0.002907299669459462	0.002829101635143161	0.0004236240638419986	0.47703319787979126	Criteria iv	0.20858144760131836	Criteria i	0.19300420582294464	Criteria ii	0.47703319787979126	0.8786188513040543
34	38	The airport is managed by SAVE Sp.A., a company partially owned by local authorities which also controls the smaller Treviso Airport, dedicated mainly to low-cost carriers	87	en	0.04053574427962303	0.054394520819187164	0.3158175051212311	0.19571536779403687	0.16616196930408478	0.10548572987318039	0.03261732682585716	0.01523640751838684	0.03986947983503342	0.03400057926774025	0.00016542681260034442	0.3158175051212311	Criteria iii	0.19571536779403687	Criteria iv	0.16616196930408478	Criteria v	0.3158175051212311	0.6776948422193527
35	39	The airport was named after the Venetian traveller Marco Polo, whose book introduced Central Asia and China to Europeans	87	en	0.03168676421046257	0.15674079954624176	0.1888873279094696	0.05899762362241745	0.004898147191852331	0.5554527640342712	0.0007128784200176597	0.0011501128319650888	0.00045191936078481376	0.0007827247027307749	0.0002389422443229705	0.5554527640342712	Criteria vi	0.1888873279094696	Criteria iii	0.15674079954624176	Criteria ii	0.5554527640342712	0.9010808914899826
36	40	Cannaregio one of the six sestieri of Venice in Veneto, Italy	88	en	0.11591674387454987	0.19295457005500793	0.18654020130634308	0.11712444573640823	0.00782715156674385	0.36489784717559814	0.0035604408476501703	0.0031226875726133585	0.0022193719632923603	0.005236804485321045	0.0005996851832605898	0.36489784717559814	Criteria vi	0.19295457005500793	Criteria ii	0.18654020130634308	Criteria iii	0.36489784717559814	0.7443926185369492
37	41	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	88	en	0.0925489291548729	0.08060049265623093	0.20614834129810333	0.22048190236091614	0.04403521865606308	0.06918596476316452	0.04349145293235779	0.047886110842227936	0.08284115791320801	0.11241061240434647	0.0003698277869261801	0.22048190236091614	Criteria iv	0.20614834129810333	Criteria iii	0.11241061240434647	Criteria x	0.22048190236091614	0.5390408560633659
38	42	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	88	en	0.003063430543988943	0.0007166736759245396	0.005082924850285053	0.0016957914922386408	0.0010314718820154667	0.003076392924413085	0.43770694732666016	0.1567399501800537	0.09715648740530014	0.293201208114624	0.0005287510575726628	0.43770694732666016	Criteria vii	0.293201208114624	Criteria x	0.1567399501800537	Criteria viii	0.43770694732666016	0.8876481056213379
39	43	Isola di San Michele, the historic cemetery island, is associated with the district	88	en	0.08255770057439804	0.0590648278594017	0.23397190868854523	0.18193890154361725	0.016376905143260956	0.40773430466651917	0.005574443377554417	0.004883629735559225	0.0027519441209733486	0.004859731066972017	0.00028583232779055834	0.40773430466651917	Criteria vi	0.23397190868854523	Criteria iii	0.18193890154361725	Criteria iv	0.40773430466651917	0.8236451148986816
40	44	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	88	en	0.18566389381885529	0.37000322341918945	0.06501851975917816	0.29906079173088074	0.007175678852945566	0.06952441483736038	0.0008207138162106276	0.0011818903731182218	0.0006154252914711833	0.000815549457911402	0.00011993420775979757	0.37000322341918945	Criteria ii	0.29906079173088074	Criteria iv	0.18566389381885529	Criteria i	0.37000322341918945	0.8547279089689255
41	45	Development began in the eleventh century as the area was drained and parallel canals were dredged	88	en	0.07598186284303665	0.2643137276172638	0.1414942741394043	0.36875489354133606	0.10580190271139145	0.025758501142263412	0.0032038360368460417	0.005123967304825783	0.005913532804697752	0.0034930394031107426	0.0001604020653758198	0.36875489354133606	Criteria iv	0.2643137276172638	Criteria ii	0.1414942741394043	Criteria iii	0.36875489354133606	0.7745628952980042
42	46	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	88	en	0.0755593404173851	0.17205190658569336	0.041152630001306534	0.6493576765060425	0.057109590619802475	0.00372335035353899	0.00010981160448864102	0.00016788400535006076	0.00025568451383151114	0.0002183273172704503	0.00029371853452175856	0.6493576765060425	Criteria iv	0.17205190658569336	Criteria ii	0.0755593404173851	Criteria i	0.6493576765060425	0.8969689235091209
43	47	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	88	en	0.015192394144833088	0.14044293761253357	0.31472280621528625	0.30718711018562317	0.08708283305168152	0.11253418028354645	0.004420449025928974	0.0032464037649333477	0.0061548990197479725	0.008789587765932083	0.00022632849868386984	0.31472280621528625	Criteria iii	0.30718711018562317	Criteria iv	0.14044293761253357	Criteria ii	0.31472280621528625	0.762352854013443
44	48	It was enclosed by guarded gates and no one could leave from sunset to dawn	88	en	0.09432215988636017	0.054520245641469955	0.37435033917427063	0.22078245878219604	0.032666731625795364	0.10562083125114441	0.0628184974193573	0.019219128414988518	0.018823830410838127	0.016691692173480988	0.00018416557577438653	0.37435033917427063	Criteria iii	0.22078245878219604	Criteria iv	0.10562083125114441	Criteria vi	0.37435033917427063	0.7007536292076111
45	49	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	88	en	0.006964709144085646	0.4140981137752533	0.30547043681144714	0.11573226749897003	0.02140137180685997	0.13210301101207733	0.0007596592768095434	0.0008046221337281168	0.0009135876316577196	0.0016432467382401228	0.00010905598901445046	0.4140981137752533	Criteria ii	0.30547043681144714	Criteria iii	0.13210301101207733	Criteria vi	0.4140981137752533	0.8516715615987778
46	50	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	88	en	0.011747012846171856	0.08427930623292923	0.48565787076950073	0.14260442554950714	0.06595635414123535	0.2028428465127945	0.002385532483458519	0.0012429258786141872	0.001298216637223959	0.001911764033138752	7.382057810900733e-05	0.48565787076950073	Criteria iii	0.2028428465127945	Criteria vi	0.14260442554950714	Criteria iv	0.48565787076950073	0.8311051428318024
47	51	He removed the gates and gave all residents the freedom to live where they chose	88	en	0.03344632312655449	0.05730653926730156	0.32154032588005066	0.12489014863967896	0.08154550194740295	0.36544546484947205	0.007218521554023027	0.0009814026998355985	0.0024514286778867245	0.004902401939034462	0.00027188099920749664	0.36544546484947205	Criteria vi	0.32154032588005066	Criteria iii	0.12489014863967896	Criteria iv	0.36544546484947205	0.8118759393692017
48	52	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	88	en	0.07750994712114334	0.5714459419250488	0.04408359155058861	0.2664945125579834	0.013869552873075008	0.02497931197285652	0.0002716811140999198	0.00040235332562588155	0.00033722721855156124	0.00044808557140640914	0.00015765581338200718	0.5714459419250488	Criteria ii	0.2664945125579834	Criteria iv	0.07750994712114334	Criteria i	0.5714459419250488	0.9154504016041756
49	53	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	88	en	0.009093604981899261	0.033698778599500656	0.1314910501241684	0.2652278244495392	0.5417222380638123	0.010073541663587093	0.002046536188572645	0.0019201627001166344	0.003612903878092766	0.0010063911322504282	0.00010698576807044446	0.5417222380638123	Criteria v	0.2652278244495392	Criteria iv	0.1314910501241684	Criteria iii	0.5417222380638123	0.9384411126375198
50	54	It has title of Grand Canal	100	en	0.2595706880092621	0.08042698353528976	0.1611131727695465	0.1312820464372635	0.006335809826850891	0.24095338582992554	0.05521766096353531	0.03587891161441803	0.0111806970089674	0.017429135739803314	0.0006115191499702632	0.2595706880092621	Criteria i	0.24095338582992554	Criteria vi	0.1611131727695465	Criteria iii	0.2595706880092621	0.6616372466087341
51	55	Bridge of Sighs	109	en	0.41311967372894287	0.1816447675228119	0.11377575993537903	0.14585639536380768	0.0032970805186778307	0.1383187174797058	0.0014724279753863811	0.001255359617061913	0.0005164234316907823	0.0005727167008444667	0.00017086554726120085	0.41311967372894287	Criteria i	0.1816447675228119	Criteria ii	0.14585639536380768	Criteria iv	0.41311967372894287	0.7406208366155624
52	58	It has tags of italy, venice	109	en	0.08488956838846207	0.2780330181121826	0.2828929126262665	0.1267988532781601	0.01759473606944084	0.17355911433696747	0.01344157662242651	0.006820500362664461	0.006578515749424696	0.00919902790337801	0.00019216582586523145	0.2828929126262665	Criteria iii	0.2780330181121826	Criteria ii	0.17355911433696747	Criteria vi	0.2828929126262665	0.7344850450754166
53	59	It has tags of venise, nikon, d, venezia, nopeople, outdoors, water, architecture, sky, refection	113	en	0.03696702420711517	0.06061066687107086	0.5520798563957214	0.15422652661800385	0.04199664667248726	0.130390465259552	0.00799723993986845	0.005205834284424782	0.005429170560091734	0.005052890162914991	4.3752228521043435e-05	0.5520798563957214	Criteria iii	0.15422652661800385	Criteria iv	0.130390465259552	Criteria vi	0.5520798563957214	0.8366968482732773
54	60	- Textured with my own textur - - Zoom it, please -	121	en	0.06649231165647507	0.09680581092834473	0.32492396235466003	0.10936004668474197	0.018201220780611038	0.3645188510417938	0.005413417238742113	0.0029417602345347404	0.003558211727067828	0.0073654986917972565	0.00041900118230842054	0.3645188510417938	Criteria vi	0.32492396235466003	Criteria iii	0.10936004668474197	Criteria iv	0.3645188510417938	0.7988028600811958
55	61	It has title of Venedig - Venecia - Venice - Old town	121	en	0.08475567400455475	0.07957039773464203	0.28521424531936646	0.16584405303001404	0.01661648415029049	0.3467687964439392	0.0069122943095862865	0.005280779208987951	0.0036788336001336575	0.005177511367946863	0.00018086296040564775	0.3467687964439392	Criteria vi	0.28521424531936646	Criteria iii	0.16584405303001404	Criteria iv	0.3467687964439392	0.7978270947933197
56	62	Chiesa delle Cappuccine (Capuchin Church) in Cannaregio one of the six sestieri of Venice in Veneto, Italy	126	en	0.14448316395282745	0.14938519895076752	0.19135725498199463	0.13537122309207916	0.0034209410659968853	0.373738169670105	0.0005674711428582668	0.0005807028501294553	0.0003855068061966449	0.0005859364755451679	0.00012446442269720137	0.373738169670105	Criteria vi	0.19135725498199463	Criteria iii	0.14938519895076752	Criteria ii	0.373738169670105	0.7144806236028671
57	63	The land on which the church was later erected was initially granted in 1612 to a group of Capuchin nuns, who two years later began the construction of the church, dedicated to the Madonna and St Francis, with an adjoining small convent and a vegetable garden that reached up to at the edge of the lagoon	126	en	0.10138952732086182	0.1163463369011879	0.1703173965215683	0.36289194226264954	0.11726845055818558	0.12360719591379166	0.0019066972890868783	0.0015492929378524423	0.0024140027817338705	0.0019854216370731592	0.00032366387313231826	0.36289194226264954	Criteria iv	0.1703173965215683	Criteria iii	0.12360719591379166	Criteria vi	0.36289194226264954	0.6568165346980095
58	64	The building was consecrated in 1623	126	en	0.47536659240722656	0.192644864320755	0.07964765280485153	0.21733969449996948	0.00332324905321002	0.03017500974237919	0.0003572316491045058	0.0004787409270647913	0.000240448527620174	0.00030188210075721145	0.000124650658108294	0.47536659240722656	Criteria i	0.21733969449996948	Criteria iv	0.192644864320755	Criteria ii	0.47536659240722656	0.885351151227951
59	65	With the Napoleonic edict of 1811 which established the suppression of religious orders, the convent was closed and later demolished to make way for a school building	126	en	0.07340452075004578	0.2590601146221161	0.199251189827919	0.34822285175323486	0.027196623384952545	0.09135567396879196	0.0002210397069575265	0.000268831558059901	0.0004037246690131724	0.0005244321073405445	9.111355757340789e-05	0.34822285175323486	Criteria iv	0.2590601146221161	Criteria ii	0.199251189827919	Criteria iii	0.34822285175323486	0.80653415620327
60	66	The church, on the other hand, remained open to worship, becoming a branch first of the parish of the Madonna dell'Orto and then of that of San Girolamo, when in 1952 the latter church was reopened for worship	126	en	0.12152452021837234	0.1979854255914688	0.17945918440818787	0.21435914933681488	0.009216109290719032	0.2752608358860016	0.00047360811731778085	0.0005091162747703493	0.0003881040611304343	0.0005460978136397898	0.0002778081106953323	0.2752608358860016	Criteria vi	0.21435914933681488	Criteria iv	0.1979854255914688	Criteria ii	0.2752608358860016	0.6876054108142853
61	67	The brick façade is characterized by a quite simple structure divided into three parts by pilasters and finished with a triangular tympanum which includes a rose window in the centre	126	en	0.4848535358905792	0.0690704882144928	0.034437477588653564	0.38504326343536377	0.01412032637745142	0.007082521915435791	0.0019980466458946466	0.0020470046438276768	0.0006689379806630313	0.0005200029700063169	0.00015839711704757065	0.4848535358905792	Criteria i	0.38504326343536377	Criteria iv	0.0690704882144928	Criteria ii	0.4848535358905792	0.9389672875404358
62	68	Above the portal there is a sculpture depicting the Virgin with a putto, dating back to the end of the 16th century, and attributed to Girolamo Campagna	126	en	0.45888441801071167	0.08193201571702957	0.24250474572181702	0.13499368727207184	0.003991876728832722	0.0701008215546608	0.0025810524821281433	0.0031708816532045603	0.0005751540302298963	0.0007014197763055563	0.0005639421287924051	0.45888441801071167	Criteria i	0.24250474572181702	Criteria iii	0.13499368727207184	Criteria iv	0.45888441801071167	0.8363828510046005
63	69	Two large arched side windows and an elliptical rose window complete the facade	126	en	0.5073713064193726	0.08295203000307083	0.055204007774591446	0.2548592984676361	0.013074870221316814	0.028586167842149734	0.025921782478690147	0.020949341356754303	0.006215348839759827	0.004366676323115826	0.0004992260946892202	0.5073713064193726	Criteria i	0.2548592984676361	Criteria iv	0.08295203000307083	Criteria ii	0.5073713064193726	0.8451826348900795
