	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
13	15	It is also used for organ recitals	17	en	Criteria iii	Criteria x	Criteria ix	0.1729531735181808	0.4534424096345901	Criteria i	Criteria vi	Criteria iv	0.59503603	0.8107326	False	0.0	0.28881784815142403
14	16	There is a café in one of the buildings attached to the church that has an entrance to the church (during opening hours)	17	en	Criteria i	Criteria iv	Criteria ii	0.2773389220237732	0.6799778193235397	Criteria i	Criteria iv	Criteria vi	0.3467984	0.6837492	True	0.5	0.9261672148510897
15	17	There is a museum store inside the entrance that sells postcards, books, and gifts having to do with the church and its exhibitions	17	en	Criteria vi	Criteria iii	Criteria iv	0.4437900483608246	0.8557518124580383	Criteria vi	Criteria iv	Criteria iii	0.74585414	0.8905386	True	1.0	0.8537793135893746
16	18	The church is used for Dutch royal investiture ceremonies (as per Article 32 of the Dutch Constitution) most recently that of King Willem-Alexander in 2013, as well as royal weddings, most recently the wedding of Willem-Alexander to Máxima in 2002	17	en	Criteria vi	Criteria iii	Criteria iv	0.4714329838752746	0.8481718152761459	Criteria i	Criteria vi	Criteria iv	0.38103682	0.8474567	False	0.5	0.6955268426536056
17	19	The investitures of Queens Wilhelmina, Juliana and Beatrix also took place there	17	en	Criteria vi	Criteria ii	Criteria iii	0.3022434413433075	0.7790844738483429	Criteria iv	Criteria vi	Criteria i	0.35399553	0.7877789	False	0.2	0.7586893591128187
18	20	After the Oude Kerk (.Old Church.) grew too small for the expanding population of the town, the bishop of Utrecht gave permission to build a second parish church, the Nieuwe Kerk (.New Church.)	17	en	Criteria iv	Criteria ii	Criteria i	0.5529612302780151	0.8752084821462631	Criteria ii	Criteria iv	Criteria i	0.5244361	0.94210213	False	1.0	0.8435476923710961
19	21	Construction on began in 1380 and finished in 1408	17	en	Criteria ii	Criteria i	Criteria iv	0.5040224194526672	0.9575134217739104	Criteria i	Criteria iv	Criteria ii	0.41612104	0.9184655	False	1.0	0.8042089617157666
20	22	This new church was consecrated in 1409[3] to St Mary and St Catharine, and the first services were held in 1410	17	en	Criteria iv	Criteria i	Criteria ii	0.303265780210495	0.8071471303701401	Criteria i	Criteria vi	Criteria iv	0.31191078	0.8169437	False	0.5	0.8331134188675313
21	23	The church was damaged by the city fires of 1421 and 1452 and burned down almost entirely in 1645, after which it was rebuilt in Gothic[1] style	17	en	Criteria i	Criteria iv	Criteria ii	0.4149955213069916	0.8703295439481735	Criteria iv	Criteria ii	Criteria i	0.38603446	0.92509454	False	1.0	0.8958489931369505
22	24	In 1578 the building became a Dutch Reformed church	17	en	Criteria iv	Criteria ii	Criteria i	0.4085250198841095	0.8542570173740387	Criteria iv	Criteria ii	Criteria i	0.33818924	0.8297601	True	1.0	0.9850099382550727
23	25	It underwent major renovation in 1892–1914, which added many neo-Gothic details and was again renovated in 1959–80	17	en	Criteria ii	Criteria i	Criteria iv	0.5291180610656738	0.9778619781136512	Criteria i	Criteria iv	Criteria ii	0.7942879	0.93917704	False	1.0	0.5983008952295453
24	26	The second renovation proved expensive for the Dutch Reformed Church, forcing the church to be closed most of the time in order to save money on maintenance	17	en	Criteria ii	Criteria iv	Criteria i	0.477285087108612	0.9292851090431212	Criteria ii	Criteria iv	Criteria i	0.4421198	0.9146161	True	1.0	0.996887982083592
25	27	To keep the church open, ownership was transferred in 1979 to a newly formed cultural foundation called the Nationale Stichting De Nieuwe Kerk.	17	en	Criteria iv	Criteria iii	Criteria v	0.3374002575874328	0.7941603139042854	Criteria ii	Criteria i	Criteria iv	0.44831288	0.8969656	False	0.2	0.3862303548613688
26	28	It has tags of harveybarrison, hbarrison, amsterdam, netherlands, unescoworldheritage, travelphotography	17	en	Criteria iii	Criteria iv	Criteria ii	0.4387311041355133	0.7761849611997604	Criteria ii	Criteria i	Criteria iv	0.3081144	0.68559134	False	0.5	0.6441066953697004
27	29	The Oude Kerk (Old Church) is Amsterdam’s oldest building and youngest art institutes (since 2012)	18	en	Criteria iv	Criteria i	Criteria ii	0.3936303555965423	0.8896154314279556	Criteria ii	Criteria i	Criteria iv	0.727512	0.93927974	False	1.0	0.44280612032886046
28	30	The building was founded circa 1213 and consecrated in 1306 by the bishop of Utrecht with Saint Nicolas as its patron saint	18	en	Criteria i	Criteria vi	Criteria iv	0.4628880321979522	0.7806832939386368	Criteria i	Criteria iii	Criteria iv	0.32728225	0.7243446	True	0.5	0.9320060904570413
29	31	After the Reformation in 1578, it became a Calvinist church, which it remains today	18	en	Criteria iii	Criteria iv	Criteria vi	0.3142419755458832	0.7787131518125534	Criteria iv	Criteria vi	Criteria iii	0.37244838	0.8226697	False	1.0	0.9115645685749201
30	32	It stands in De Wallen, now Amsterdam's main red-light district	18	en	Criteria i	Criteria iv	Criteria iii	0.2528680264949798	0.5974456518888474	Criteria i	Criteria iv	Criteria ii	0.28678492	0.8134068	True	0.5	0.9014713175297671
31	33	The square surrounding the church is the Oudekerksplein	18	en	Criteria iv	Criteria vi	Criteria iii	0.2740433812141418	0.6848168969154358	Criteria iv	Criteria ii	Criteria i	0.565065	0.8958283	True	0.2	0.7850104734483501
32	34	By around 1213, a wooden chapel had been erected at the location of today's Oude Kerk	18	en	Criteria i	Criteria iv	Criteria ii	0.3170172572135925	0.8412704169750214	Criteria ii	Criteria iv	Criteria iii	0.62584466	0.9271938	False	0.5	0.6926675342794572
33	35	Over time, this structure was replaced by a stone church that was consecrated in 1306	18	en	Criteria i	Criteria iv	Criteria ii	0.3183608949184418	0.8582499176263809	Criteria iv	Criteria ii	Criteria iii	0.34801427	0.78403133	False	0.5	0.9107275910081574
34	36	The church has seen several renovations performed by 15 generations of Amsterdam citizens	18	en	Criteria ii	Criteria iv	Criteria i	0.3639569878578186	0.7559612989425659	Criteria iv	Criteria i	Criteria ii	0.37160638	0.84102213	False	1.0	0.7651352813827801
35	37	The church stood for only a half-century before the first alterations were made	18	en	Criteria ii	Criteria i	Criteria iv	0.3319234848022461	0.7668647170066833	Criteria i	Criteria ii	Criteria iv	0.6097355	0.92519486	False	1.0	0.7397422770419866
36	38	the aisles were lengthened and wrapped around the choir in a half circle to support the structure	18	en	Criteria iv	Criteria i	Criteria ii	0.4156198799610138	0.9222542196512222	Criteria i	Criteria iv	Criteria ii	0.5481482	0.9186871	False	1.0	0.9451053943549901
37	39	Not long after the turn of the 15th century, north and south transepts were added to the church creating a cross formation	18	en	Criteria iv	Criteria i	Criteria ii	0.3184750080108642	0.824920579791069	Criteria iv	Criteria ii	Criteria i	0.37760222	0.9222927	True	1.0	0.9638379914254591
38	40	Work on these renovations was completed in 1460, though it is likely that progress was largely interrupted by the great fires that besieged the city in 1421 and 1452	18	en	Criteria ii	Criteria i	Criteria iv	0.3688261806964874	0.8350952118635178	Criteria iv	Criteria i	Criteria iii	0.44443494	0.76376367	False	0.5	0.6778313064877273
39	41	This delayed the building for almost 1 year	18	en	Criteria iii	Criteria iv	Criteria ii	0.3919588625431061	0.848740428686142	Criteria i	Criteria iv	Criteria ii	0.59445417	0.9052689	False	0.5	0.425462641599319
40	42	Before the Alteratie, or Reformation in Amsterdam of 1578, the Oude Kerk was Roman Catholic	18	en	Criteria vi	Criteria iii	Criteria iv	0.3227782249450683	0.7930320203304291	Criteria iv	Criteria vi	Criteria iii	0.5048176	0.7698132	False	1.0	0.7230051943622562
41	44	Throughout the 16th-century battles, the church was looted and defaced on numerous occasions, first in the Beeldenstorm of 1566, when a mob destroyed most of the church art and fittings, including an altarpiece with a central panel by Jan van Scorel and side panels painted on both sides by Maarten van Heemskerck	18	en	Criteria ii	Criteria i	Criteria iv	0.3314835131168365	0.8166496902704239	Criteria iv	Criteria ii	Criteria i	0.4410096	0.78484297	False	1.0	0.77326384938502
42	45	Only the paintings on the ceiling, which were unreachable, were spared.	18	en	Criteria i	Criteria iv	Criteria ii	0.6311188340187073	0.890326589345932	Criteria i	Criteria vi	Criteria iv	0.5279118	0.8262805	True	0.5	0.9592046542887254
43	46	It has tags of harveybarrison, hbarrison, amsterdam, netherlands, unescoworldheritage, travelphotography	18	en	Criteria iii	Criteria iv	Criteria ii	0.4387311041355133	0.7761849611997604	Criteria ii	Criteria i	Criteria iv	0.3081144	0.68559134	False	0.5	0.6441066953697004
44	47	The Munttoren (.Mint Tower.) or Munt is a tower in Amsterdam, the Netherlands	19	en	Criteria iv	Criteria ii	Criteria i	0.4540461897850036	0.8297217339277267	Criteria ii	Criteria iv	Criteria i	0.58383435	0.93545246	False	1.0	0.7289628499836448
45	48	It stands on the busy Muntplein square, where the Amstel river and the Singel canal meet, near the flower market and the eastern end of the Kalverstraat shopping street	19	en	Criteria i	Criteria iv	Criteria vi	0.2145798951387405	0.5680052191019058	Criteria iv	Criteria i	Criteria ii	0.7958243	0.9334887	False	0.5	0.5592819000660633
46	49	The tower was originally part of the Regulierspoort, one of the main gates in Amsterdam's medieval city wall	19	en	Criteria iv	Criteria ii	Criteria iii	0.4031329452991485	0.7551713138818741	Criteria iv	Criteria i	Criteria ii	0.7778025	0.9303375	True	0.5	0.8730406083226282
47	50	The gate, built in the year 1480 consisted of two towers and a guard house	19	en	Criteria iv	Criteria i	Criteria iii	0.4251642525196075	0.8437017798423767	Criteria iv	Criteria ii	Criteria iii	0.74957126	0.9307186	True	0.5	0.8459743753894875
48	51	After the gate went up in flames in a 1618 fire, only the guard house and part of the western tower remained standing	19	en	Criteria iv	Criteria ii	Criteria iii	0.3865936398506164	0.7303181290626526	Criteria iv	Criteria iii	Criteria vi	0.8248292	0.924025	True	0.5	0.8326585620983555
49	52	The tower was then rebuilt in Amsterdam Renaissance style in 1620, with an eight-sided top half and elegant open spire designed by Hendrick de Keyser, featuring a clockwork with four clockfaces and a carillon of bells	19	en	Criteria i	Criteria iv	Criteria ii	0.7395864725112915	0.9835594072937964	Criteria i	Criteria iv	Criteria ii	0.8682672	0.94346416	True	1.0	0.9847307556681963
50	53	The name of the tower refers to the fact that the guard house on side of it was used to mint coins in the 17th Century	19	en	Criteria iii	Criteria iv	Criteria ii	0.3605719208717346	0.7137435376644135	Criteria iv	Criteria iii	Criteria ii	0.6138064	0.91477185	False	1.0	0.7249571110164277
51	54	In the Rampjaar (.disastrous year.) of 1672, when both England and France declared war on the Dutch Republic and French troops occupied much of the country, silver and gold could no longer be safely transported to Dordrecht and Enkhuizen (where coins were normally minted), so the guard house of the Munttoren was temporarily used to mint coin	19	en	Criteria ii	Criteria iv	Criteria iii	0.4018539786338806	0.8449894934892654	Criteria iv	Criteria ii	Criteria vi	0.5494021	0.8695256	False	0.5	0.825125092734455
52	55	The present guard house is not the original medieval structure but a 19th-century fantasy	19	en	Criteria iv	Criteria v	Criteria ii	0.6713038086891174	0.8720917105674744	Criteria iv	Criteria i	Criteria ii	0.81416243	0.92605704	True	0.5	0.9837220290769477
53	56	The original guard house, which had survived the fire of 1618 relatively unscathed, was replaced with a new building during 1885-1887 in Neo-Renaissance style	19	en	Criteria iv	Criteria i	Criteria ii	0.4145854711532593	0.8965928107500076	Criteria iv	Criteria i	Criteria ii	0.68196476	0.93961716	True	1.0	0.9060569111700006
54	57	The architect was Willem Springer An underpass between the tower and the building was made during the 1938-1939 renovation	19	en	Criteria ii	Criteria i	Criteria iv	0.4523426592350006	0.8326447904109955	Criteria i	Criteria ii	Criteria iv	0.6385522	0.9320813	False	1.0	0.6574852857865016
55	58	The Munttoren received new extra foundations to prevent it from sagging during construction of the Noord/Zuidlijn, the new metro line.	19	en	Criteria ii	Criteria iv	Criteria i	0.323874294757843	0.7237581610679626	Criteria iv	Criteria i	Criteria ii	0.5246056	0.89441127	False	1.0	0.7266111386458843
56	59	It has tags of harveybarrison, hbarrison, amsterdam, unescoworldheritage, netherlands, travelphotography	19	en	Criteria iii	Criteria iv	Criteria ii	0.4477344155311584	0.7673745602369308	Criteria ii	Criteria i	Criteria iv	0.28869036	0.6932576	False	0.5	0.5875270035128635
57	60	A coffee shop on the left and on the right The Book Exchange, Kloveniersburgwal.	22	en	Criteria v	Criteria iii	Criteria vi	0.3880203068256378	0.7723280563950539	Criteria iv	Criteria i	Criteria ii	0.77922773	0.9257491	False	0.0	0.19223544716170246
58	61	It has tags of vincentmentzel, retrospective, photography, exhibition, rijksmuseum, amsterdam	23	en	Criteria iii	Criteria iv	Criteria vi	0.4972177147865295	0.8261467665433884	Criteria ii	Criteria i	Criteria iv	0.71055436	0.90716517	False	0.2	0.25325894669367394
59	62	It has tags of tair, amsterdam, northholland, netherlands	28	en	Criteria iii	Criteria iv	Criteria ii	0.3664123713970184	0.7387505173683167	Criteria ii	Criteria iii	Criteria iv	0.5013658	0.8494521	False	1.0	0.745036705685613
60	63	It has tags of tair, amsterdam, northholland, netherlands	29	en	Criteria iii	Criteria iv	Criteria ii	0.3664123713970184	0.7387505173683167	Criteria ii	Criteria iii	Criteria iv	0.5013658	0.8494521	False	1.0	0.745036705685613
61	64	It has tags of tair, amsterdam, northholland, netherlands	30	en	Criteria iii	Criteria iv	Criteria ii	0.3664123713970184	0.7387505173683167	Criteria ii	Criteria iii	Criteria iv	0.5013658	0.8494521	False	1.0	0.745036705685613
62	65	It has tags of tair, amsterdam, northholland, netherlands	31	en	Criteria iii	Criteria iv	Criteria ii	0.3664123713970184	0.7387505173683167	Criteria ii	Criteria iii	Criteria iv	0.5013658	0.8494521	False	1.0	0.745036705685613
63	66	It has tags of xt, amsterdam, whiteframe, sng	32	en	Criteria iii	Criteria iv	Criteria ii	0.3732486665248871	0.7360284775495529	Criteria ii	Criteria iv	Criteria i	0.8047213	0.9013505	False	0.5	0.41980072451022316
64	67	crop wide open	33	en	Criteria v	Criteria iii	Criteria ix	0.3177348673343658	0.6809470877051353	Criteria x	Criteria vii	Criteria ix	0.40197834	0.7214455	False	0.2	0.48553241535115044
65	69	It has tags of tokinawideauto, f, lenstest, amsterdam, northholland, netherlands	33	en	Criteria iii	Criteria iv	Criteria ii	0.4555918574333191	0.754212498664856	Criteria iii	Criteria i	Criteria ii	0.50741494	0.86677045	True	0.5	0.9201500616344903
66	70	crop wide open	34	en	Criteria v	Criteria iii	Criteria ix	0.3177348673343658	0.6809470877051353	Criteria x	Criteria vii	Criteria ix	0.40197834	0.7214455	False	0.2	0.48553241535115044
67	72	It has tags of autochinon, f, lenstest, amsterdam, northholland, netherlands	34	en	Criteria iii	Criteria iv	Criteria ii	0.4555918574333191	0.754212498664856	Criteria ii	Criteria iv	Criteria i	0.6094642	0.9095392	False	0.5	0.4044224709916061
68	73	It has tags of autochinon, f, lenstest, amsterdam, northholland, netherlands	35	en	Criteria iii	Criteria iv	Criteria ii	0.4555918574333191	0.754212498664856	Criteria ii	Criteria iv	Criteria i	0.6094642	0.9095392	False	0.5	0.4044224709916061
69	74	It has tags of tokinawideauto, f, lenstest, amsterdam, northholland, netherlands	36	en	Criteria iii	Criteria iv	Criteria ii	0.4555918574333191	0.754212498664856	Criteria iii	Criteria i	Criteria ii	0.50741494	0.86677045	True	0.5	0.9201500616344903
70	75	It has tags of autochinon, f, lenstest, amsterdam, northholland, netherlands	37	en	Criteria iii	Criteria iv	Criteria ii	0.4555918574333191	0.754212498664856	Criteria ii	Criteria iv	Criteria i	0.6094642	0.9095392	False	0.5	0.4044224709916061
71	76	Expressive architectural solutions for street corners are a hallmark of the city extenstions in Berlage's overall plan from the time	47	en	Criteria i	Criteria iv	Criteria ii	0.6982181072235107	0.9750679135322572	Criteria iv	Criteria ii	Criteria i	0.44417053	0.9452125	False	1.0	0.4452203248165312
72	77	The Oude Kerk (Old Church) is Amsterdam’s oldest building and youngest art institutes (since 2012)	48	en	Criteria iv	Criteria i	Criteria ii	0.3936303555965423	0.8896154314279556	Criteria ii	Criteria i	Criteria iv	0.727512	0.93927974	False	1.0	0.44280612032886046
73	78	The building was founded circa 1213 and consecrated in 1306 by the bishop of Utrecht with Saint Nicolas as its patron saint	48	en	Criteria i	Criteria vi	Criteria iv	0.4628880321979522	0.7806832939386368	Criteria i	Criteria iii	Criteria iv	0.32728225	0.7243446	True	0.5	0.9320060904570413
74	79	After the Reformation in 1578, it became a Calvinist church, which it remains today	48	en	Criteria iii	Criteria iv	Criteria vi	0.3142419755458832	0.7787131518125534	Criteria iv	Criteria vi	Criteria iii	0.37244838	0.8226697	False	1.0	0.9115645685749201
75	80	The square surrounding the church is the Oudekerksplein	48	en	Criteria iv	Criteria vi	Criteria iii	0.2740433812141418	0.6848168969154358	Criteria iv	Criteria ii	Criteria i	0.565065	0.8958283	True	0.2	0.7850104734483501
76	81	By around 1213, a wooden chapel had been erected at the location of today's Oude Kerk	48	en	Criteria i	Criteria iv	Criteria ii	0.3170172572135925	0.8412704169750214	Criteria ii	Criteria iv	Criteria iii	0.62584466	0.9271938	False	0.5	0.6926675342794572
77	82	Over time, this structure was replaced by a stone church that was consecrated in 1306	48	en	Criteria i	Criteria iv	Criteria ii	0.3183608949184418	0.8582499176263809	Criteria iv	Criteria ii	Criteria iii	0.34801427	0.78403133	False	0.5	0.9107275910081574
78	83	The church has seen several renovations performed by 15 generations of Amsterdam citizens	48	en	Criteria ii	Criteria iv	Criteria i	0.3639569878578186	0.7559612989425659	Criteria iv	Criteria i	Criteria ii	0.37160638	0.84102213	False	1.0	0.7651352813827801
79	84	The church stood for only a half-century before the first alterations were made	48	en	Criteria ii	Criteria i	Criteria iv	0.3319234848022461	0.7668647170066833	Criteria i	Criteria ii	Criteria iv	0.6097355	0.92519486	False	1.0	0.7397422770419866
80	85	the aisles were lengthened and wrapped around the choir in a half circle to support the structure	48	en	Criteria iv	Criteria i	Criteria ii	0.4156198799610138	0.9222542196512222	Criteria i	Criteria iv	Criteria ii	0.5481482	0.9186871	False	1.0	0.9451053943549901
81	86	Not long after the turn of the 15th century, north and south transepts were added to the church creating a cross formation	48	en	Criteria iv	Criteria i	Criteria ii	0.3184750080108642	0.824920579791069	Criteria iv	Criteria ii	Criteria i	0.37760222	0.9222927	True	1.0	0.9638379914254591
82	87	Work on these renovations was completed in 1460, though it is likely that progress was largely interrupted by the great fires that besieged the city in 1421 and 1452	48	en	Criteria ii	Criteria i	Criteria iv	0.3688261806964874	0.8350952118635178	Criteria iv	Criteria i	Criteria iii	0.44443494	0.76376367	False	0.5	0.6778313064877273
83	88	This delayed the building for almost 1 year	48	en	Criteria iii	Criteria iv	Criteria ii	0.3919588625431061	0.848740428686142	Criteria i	Criteria iv	Criteria ii	0.59445417	0.9052689	False	0.5	0.425462641599319
84	89	Before the Alteratie, or Reformation in Amsterdam of 1578, the Oude Kerk was Roman Catholic	48	en	Criteria vi	Criteria iii	Criteria iv	0.3227782249450683	0.7930320203304291	Criteria iv	Criteria vi	Criteria iii	0.5048176	0.7698132	False	1.0	0.7230051943622562
85	91	Throughout the 16th-century battles, the church was looted and defaced on numerous occasions, first in the Beeldenstorm of 1566, when a mob destroyed most of the church art and fittings, including an altarpiece with a central panel by Jan van Scorel and side panels painted on both sides by Maarten van Heemskerck	48	en	Criteria ii	Criteria i	Criteria iv	0.3314835131168365	0.8166496902704239	Criteria iv	Criteria ii	Criteria i	0.4410096	0.78484297	False	1.0	0.77326384938502
86	92	Only the paintings on the ceiling, which were unreachable, were spared.	48	en	Criteria i	Criteria iv	Criteria ii	0.6311188340187073	0.890326589345932	Criteria i	Criteria vi	Criteria iv	0.5279118	0.8262805	True	0.5	0.9592046542887254
87	93	It has tags of harveybarrison, hbarrison, amsterdam, netherlands, unescoworldheritage, travelphotography	48	en	Criteria iii	Criteria iv	Criteria ii	0.4387311041355133	0.7761849611997604	Criteria ii	Criteria i	Criteria iv	0.3081144	0.68559134	False	0.5	0.6441066953697004
88	94	It has tags of nederland, netherlands, holland, amsterdam, gvb, tram, tramway, trapwagen, bn, centraal, station	50	en	Criteria iii	Criteria ii	Criteria iv	0.3781543672084808	0.8571492582559586	Criteria iv	Criteria ii	Criteria i	0.4591772	0.93159574	False	0.5	0.6791753531855005
89	95	It has tags of nederland, netherlands, holland, amsterdam, gvb, tram, tramway, siemens, combino, centraal, station	52	en	Criteria iii	Criteria ii	Criteria iv	0.3781543672084808	0.8571492582559586	Criteria iv	Criteria ii	Criteria i	0.50724417	0.9314854	False	0.5	0.6716558271455874
90	96	It has tags of fotografie, photography, fotograferen, systeemcamera, systemcamera, avondfotografie, eveningphotography, nachtfotografie, nightphotography, nightshot, straatfotografie, streetphotography, sonya, a, ttartisans, ttartisans, nederland, netherlands, holland, paysbas, dutch, niederlande, europe, europa, amsterdam, amsterdamcentrum, amsterdamcenter, amsterdamcentre, centrum, centre, center, binnenstad, grachten, canals, bruggen, bridges, water, lichtval, light, avondlucht, avondlicht, blauwelucht, blauweluchten, grachtenhuis, grachtenhuizen, pakhuizen, warehouse, warehouses, grachtenpand, grachtenpanden, monumentaal, monument, historic, lichtfestival, festivaloflights, lightfestival, woonboot, woonboten, houseboat, houseboats, carr, theatercarr, amstel, amstelsluizen	54	en	Criteria iii	Criteria iv	Criteria v	0.4469236135482788	0.8345028162002563	Criteria iv	Criteria vi	Criteria ii	0.2837507	0.7393013	False	0.2	0.527798866896031
91	97	This cyclist is driving is the sunny part of the photo.	59	en	Criteria iii	Criteria iv	Criteria x	0.3007304072380066	0.6037509590387344	Criteria vii	Criteria x	Criteria vi	0.41245118	0.61696917	False	0.2	0.47180943889445986
92	98	It has title of A lot of shadow	59	en	Criteria iii	Criteria vi	Criteria iv	0.2438036054372787	0.5940999984741211	Criteria x	Criteria i	Criteria iii	0.20834732	0.5033718	False	0.2	0.731719599452482
93	99	It has tags of shadow, sun, cyclist, streetphotography	59	en	Criteria vii	Criteria viii	Criteria vi	0.5470814108848572	0.766855277121067	Criteria vi	Criteria iv	Criteria iii	0.2787238	0.73533815	False	0.2	0.22135254674541804
94	100	It has title of Cycling underneath Rembrandt	61	en	Criteria vii	Criteria viii	Criteria x	0.411991149187088	0.8571751117706299	Criteria vi	Criteria i	Criteria iii	0.5036255	0.7945062	False	0.0	0.0671654042530444
95	101	The remains of a blooped corona party somewhere in a park.	65	en	Criteria iii	Criteria iv	Criteria vi	0.4467441737651825	0.7878196537494659	Criteria vii	Criteria vi	Criteria v	0.31514117	0.6372906	False	0.2	0.45083979202453167
96	102	It has title of Blooped Corona Party	65	en	Criteria iii	Criteria vi	Criteria iv	0.2798195779323578	0.6869221180677414	Criteria i	Criteria iv	Criteria iii	0.50336367	0.716117	False	0.5	0.5258057230699527
97	103	It has tags of park, party, picnic, forest, outdoor, corona, leftovers, sarphatipark, amsterdam	65	en	Criteria ix	Criteria x	Criteria vii	0.339397519826889	0.8923116326332092	Criteria vii	Criteria vi	Criteria iii	0.2553946	0.5820688	False	0.2	0.4451237557525169
98	104	It has tags of nederland, netherlands, holland, amsterdam, connexxion, bus, amstelstation	68	en	Criteria iii	Criteria ii	Criteria iv	0.4660657346248626	0.8027763813734055	Criteria ii	Criteria iv	Criteria i	0.81512076	0.9420291	False	0.5	0.3736680581908206
99	105	It has tags of nederland, netherlands, holland, amsterdam, gvb, tram, tramway, siemens, combino, amstelstation	69	en	Criteria iii	Criteria iv	Criteria ii	0.4667955338954925	0.8108930736780167	Criteria iv	Criteria ii	Criteria i	0.5406969	0.9168461	False	0.5	0.4737100387097232
100	106	It has tags of locomotive, amsterdam, volkerail, xt, whiteframe	74	en	Criteria iii	Criteria iv	Criteria ii	0.3720715343952179	0.7514565885066986	Criteria iv	Criteria ii	Criteria i	0.6009629	0.87675697	False	0.5	0.5836672572220191
101	107	It has title of White flowers bike	82	en	Criteria vi	Criteria iii	Criteria vii	0.2084933817386627	0.5805397927761078	Criteria i	Criteria iii	Criteria vi	0.25882497	0.5780723	False	0.5	0.828461190418182
