	origin	index	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
19	27	51849362548	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
20	28	51849362308	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
21	29	51849361923	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
22	30	51849952060	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
23	31	51849622829	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
24	32	51849951555	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
25	33	51849622429	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
26	34	51848329347	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
27	35	51849950845	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
28	36	51849950600	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
29	37	51849950430	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
30	38	51848328342	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
31	39	51849949985	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
32	40	51849294731	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
33	41	51849620514	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
34	42	51849949345	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
35	43	51849949175	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
36	44	51849358338	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
37	45	51848326782	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
38	46	51849293341	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
39	47	51849357598	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
40	48	51849357378	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
41	49	51849618719	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
42	50	51848325632	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
43	51	51849292256	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
44	52	51849356438	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
45	53	51848324897	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
46	54	51849355863	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
47	55	51849617279	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
48	56	51848324247	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
49	57	51849290631	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
50	58	51849355063	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
51	59	51849616514	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
52	60	51849289921	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
53	61	51849354478	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
54	62	51849945015	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
55	63	51849615589	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
56	64	51849944360	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
57	65	51849353448	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
58	66	51848321862	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
59	67	51849614609	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
60	68	51848321447	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
61	69	51849614274	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
62	70	51849614089	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
63	71	51849287486	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
64	72	51849351783	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
65	73	51849351453	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
66	74	51848320167	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
67	75	51849286631	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
68	76	51848319727	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
69	77	51849941670	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
70	78	51849286081	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
71	79	51848319372	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
72	80	51849941290	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
73	81	51849612254	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
74	82	51849285441	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
75	83	51849940740	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
76	84	51849285136	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
77	85	51849349548	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
78	86	51849349253	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
79	87	51848317832	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
80	88	51849348713	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
81	89	51849348433	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
82	90	51849609974	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
83	91	51848316677	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
84	92	51848316467	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
85	93	51849282701	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
86	94	51848316022	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
87	95	51849608969	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
88	96	51849937725	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
89	97	51849346473	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
90	98	51849346238	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
91	99	51849346058	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
92	104	51365447482	Criteria iii	Criteria vi	Criteria iv	0.2798195779323578	0.6869221180677414	Criteria vii	Criteria vi	Criteria x	0.19181646	0.5088879	False	0.2	0.722470093708716
93	105	51354200893	Criteria vi	Criteria iii	Criteria iv	0.165622279047966	0.4877635538578033	Criteria x	Criteria vii	Criteria ix	0.7409617	0.87838405	False	0.0	0.36188323080506085
94	106	51354163788	Criteria vi	Criteria iii	Criteria iv	0.3317881226539612	0.5981352925300598	Criteria x	Criteria i	Criteria vii	0.22477421	0.5912012	False	0.0	0.5345479846084523
95	108	51273169730	Criteria iii	Criteria vi	Criteria ii	0.3771429359912872	0.933332934975624	Criteria iii	Criteria ii	Criteria vi	0.2760829	0.70893186	True	1.0	0.9388343251833646
96	109	51849607944	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
97	110	51849607614	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
98	111	51849345388	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
99	112	51848313872	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
100	113	51849280001	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
101	114	51849606589	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
102	115	51848313117	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
103	116	51849606119	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
104	117	51849934885	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
105	118	51849343808	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
106	119	51849278746	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
107	120	51849605144	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
108	121	51849604929	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
109	122	51849342783	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
110	123	51849342578	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
111	124	51849604379	Criteria vi	Criteria iii	Criteria iv	0.4024786055088043	0.7455948740243912	Criteria iii	Criteria vi	Criteria iv	0.4505241	0.81266505	False	1.0	0.8385627872783077
112	125	51836197137	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
113	126	51837499654	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
114	127	51837879515	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
115	128	51837147936	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
116	129	51837879165	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
117	130	51754637400	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
118	131	51638146951	Criteria iii	Criteria vi	Criteria iv	0.359219342470169	0.7799089998006821	Criteria iii	Criteria i	Criteria x	0.48288357	0.6837421	True	0.2	0.8232174025222679
119	132	51630786278	Criteria i	Criteria iv	Criteria iii	0.2265610843896865	0.6489678472280502	Criteria iv	Criteria vii	Criteria i	0.37184352	0.6140716	False	0.5	0.7634814641890398
120	135	51399368631	Criteria ii	Criteria i	Criteria iv	0.3373364806175232	0.7782884240150452	Criteria i	Criteria ii	Criteria iv	0.38084286	0.784962	False	1.0	0.9314721336324275
121	136	51353955596	Criteria iii	Criteria vi	Criteria iv	0.8351180553436279	0.9461606927216052	Criteria i	Criteria x	Criteria iii	0.27094024	0.5657783	False	0.2	0.3494158883190213
122	137	51354689994	Criteria vi	Criteria iii	Criteria iv	0.3221587240695953	0.6666189581155777	Criteria iv	Criteria i	Criteria iii	0.49122927	0.7830814	False	0.5	0.5634282748500502
123	138	51354675299	Criteria i	Criteria iv	Criteria iii	0.3623168170452118	0.73405322432518	Criteria vi	Criteria iv	Criteria iii	0.47791693	0.7732083	False	0.5	0.6124940340040524
124	139	51247741644	Criteria vi	Criteria iii	Criteria iv	0.4576433002948761	0.8610696494579315	Criteria iii	Criteria iv	Criteria ii	0.43218246	0.7368015	False	0.5	0.7748206622529156
125	140	51246985836	Criteria vi	Criteria iii	Criteria iv	0.4576433002948761	0.8610696494579315	Criteria iii	Criteria iv	Criteria ii	0.43218246	0.7368015	False	0.5	0.7748206622529156
126	141	51247741619	Criteria vi	Criteria iii	Criteria iv	0.4576433002948761	0.8610696494579315	Criteria iii	Criteria iv	Criteria ii	0.43218246	0.7368015	False	0.5	0.7748206622529156
127	142	51161469850	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
128	143	51161148859	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
129	144	51161469570	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
130	145	51161469490	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
131	146	51159699482	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
132	147	51160360751	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
133	148	51161469050	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
134	149	51160603333	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
135	150	51160360356	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
136	151	51161147794	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
137	152	51161147599	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
138	153	51160602828	Criteria i	Criteria iv	Criteria ii	0.5127575993537903	0.8372853100299835	Criteria iii	Criteria i	Criteria iv	0.32059726	0.72210246	False	0.5	0.7730951418426137
139	154	51161467395	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
140	155	51160601853	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
141	156	51160601748	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
142	157	51161467145	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
143	158	51159697057	Criteria iii	Criteria vi	Criteria i	0.2900669872760772	0.6980056911706924	Criteria iii	Criteria iv	Criteria i	0.8419083	0.9171213	True	0.5	0.6970306214795712
