	0	1
68	63829447@N04	69080784@N07
69	193769199@N05	66956608@N06
70	193769199@N05	133917850@N07
71	193550492@N08	149192881@N05
72	193550492@N08	7173707@N07
73	193550492@N08	23608933@N00
74	193550492@N08	66956608@N06
75	193550492@N08	142428498@N02
76	193550492@N08	33083948@N03
77	193550492@N08	90365537@N06
78	193550492@N08	188011655@N03
79	37692771@N07	89545999@N05
80	37692771@N07	46487368@N06
81	37692771@N07	94547591@N04
82	37692771@N07	33104981@N07
83	37692771@N07	94867029@N05
84	37692771@N07	28940922@N06
85	37692771@N07	62724207@N05
86	37692771@N07	99168693@N07
87	37692771@N07	146021642@N06
88	37692771@N07	78079188@N05
89	37692771@N07	130360132@N02
90	37692771@N07	140633793@N06
91	37692771@N07	77157996@N08
92	37692771@N07	32553078@N08
93	37692771@N07	62932265@N04
94	37692771@N07	79202288@N02
95	37692771@N07	96118002@N03
96	37692771@N07	95688366@N07
97	37692771@N07	84225480@N05
98	37692771@N07	100759833@N05
99	37692771@N07	149147864@N02
100	37692771@N07	12816226@N04
101	8308954@N06	57242337@N00
102	8308954@N06	8692594@N07
103	8308954@N06	97432052@N00
104	8308954@N06	75571860@N06
105	8308954@N06	60933384@N00
106	8308954@N06	71441132@N00
107	8308954@N06	20412028@N06
108	8308954@N06	40195501@N06
109	8308954@N06	71447254@N00
110	8308954@N06	8258165@N07
111	8308954@N06	68139494@N08
112	8308954@N06	67987514@N00
113	8308954@N06	34066831@N04
114	8308954@N06	40987934@N07
115	8308954@N06	98414935@N00
116	8308954@N06	8897601@N04
117	8308954@N06	29844928@N07
118	8308954@N06	43031270@N02
119	8308954@N06	14362684@N08
120	8308954@N06	15453076@N06
121	8308954@N06	128034268@N05
122	8308954@N06	44407593@N06
123	8308954@N06	22422647@N04
124	8308954@N06	31639665@N04
125	8308954@N06	85698819@N00
126	8308954@N06	7792473@N02
127	8308954@N06	13637689@N06
128	8308954@N06	99961904@N00
129	8308954@N06	136206847@N08
130	8308954@N06	19279804@N04
131	8308954@N06	48403764@N05
132	8308954@N06	55885047@N05
133	8308954@N06	37993701@N05
134	8308954@N06	78918407@N08
135	8308954@N06	26869788@N08
136	8308954@N06	73944974@N00
137	8308954@N06	116475418@N03
138	8308954@N06	61446344@N03
139	8308954@N06	65759948@N05
140	8308954@N06	95904629@N05
141	8308954@N06	47202839@N02
142	8308954@N06	7820665@N03
143	8308954@N06	23355062@N06
144	8308954@N06	99792910@N00
145	8308954@N06	30348160@N04
146	8308954@N06	24142701@N08
147	8308954@N06	22892399@N04
148	8308954@N06	126744325@N07
149	8308954@N06	27826282@N02
150	8308954@N06	9340352@N04
151	8308954@N06	137588531@N03
152	8308954@N06	52354265@N04
153	8308954@N06	17276435@N05
154	8308954@N06	23632759@N05
155	8308954@N06	66654573@N07
156	8308954@N06	38325382@N08
157	8308954@N06	21416599@N08
158	8308954@N06	17300618@N06
159	8308954@N06	41873253@N08
160	8308954@N06	130697110@N07
161	8308954@N06	138115336@N06
162	8308954@N06	7647973@N07
163	8308954@N06	135039195@N06
164	8308954@N06	10834705@N04
165	8308954@N06	53525452@N04
166	8308954@N06	11639909@N06
167	8308954@N06	163271775@N05
168	8308954@N06	24046097@N00
169	8308954@N06	147233772@N02
170	8308954@N06	37326956@N06
171	8308954@N06	32309006@N05
172	8308954@N06	191819781@N02
173	8308954@N06	32580212@N03
174	8308954@N06	7539598@N04
175	8308954@N06	44242311@N07
176	8308954@N06	95572727@N00
177	8308954@N06	8136604@N05
178	8308954@N06	96003009@N08
179	8308954@N06	21363520@N08
180	8308954@N06	163173164@N04
181	8308954@N06	18227261@N00
182	8308954@N06	27387298@N06
183	8308954@N06	87227168@N07
184	8308954@N06	66265342@N07
185	8308954@N06	46515538@N00
186	8308954@N06	12955932@N08
187	8308954@N06	54469129@N06
188	8308954@N06	53810859@N03
189	8308954@N06	46787022@N02
190	8308954@N06	55266842@N08
191	44934278@N04	18467455@N00
192	44934278@N04	125216791@N07
193	44934278@N04	91829580@N07
194	44934278@N04	130205808@N03
195	44934278@N04	127361784@N08
196	44934278@N04	131754458@N05
197	44934278@N04	25135372@N04
198	44934278@N04	92474414@N04
199	44934278@N04	129991946@N04
200	44934278@N04	37578663@N02
201	44934278@N04	88947738@N07
202	44934278@N04	42108906@N04
203	44934278@N04	101471201@N04
204	44934278@N04	31647204@N03
205	44934278@N04	91673420@N06
206	44934278@N04	7589601@N04
207	44934278@N04	16423661@N00
208	44934278@N04	91273962@N07
209	44934278@N04	56163333@N00
210	44934278@N04	81950116@N07
211	44934278@N04	40145521@N00
212	44934278@N04	8167877@N05
213	44934278@N04	49270434@N08
214	44934278@N04	22556719@N06
215	44934278@N04	86125366@N06
216	44934278@N04	27066002@N00
217	44934278@N04	48195732@N06
218	44934278@N04	100016856@N08
219	44934278@N04	15265989@N05
220	44934278@N04	60108301@N00
221	44934278@N04	48489192@N06
222	44934278@N04	13117106@N04
223	44934278@N04	25002381@N00
224	44934278@N04	26436616@N07
225	44934278@N04	76558765@N03
226	44934278@N04	49801019@N07
227	44934278@N04	77182665@N03
228	44934278@N04	72655741@N03
229	44934278@N04	71102521@N03
230	44934278@N04	64964456@N08
231	44934278@N04	120414224@N04
232	44934278@N04	128115436@N05
233	44934278@N04	34911779@N08
234	44934278@N04	12403504@N02
235	44934278@N04	84717426@N00
236	44934278@N04	39011075@N08
237	44934278@N04	76636724@N06
238	44934278@N04	110074167@N08
239	44934278@N04	59158379@N00
240	44934278@N04	119529224@N04
241	44934278@N04	75449862@N05
242	44934278@N04	36587311@N08
243	44934278@N04	39699570@N05
244	25076731@N05	88562734@N00
245	25076731@N05	92061960@N03
246	25076731@N05	65040489@N05
247	25076731@N05	131878582@N06
248	25076731@N05	141363562@N05
249	25076731@N05	142877418@N03
250	25076731@N05	101345760@N02
251	25076731@N05	50491163@N06
252	25076731@N05	127243311@N05
253	25076731@N05	29382029@N03
254	25076731@N05	126783664@N04
255	25076731@N05	90312465@N07
256	25076731@N05	65075983@N03
257	25076731@N05	130497974@N02
258	25076731@N05	17039455@N00
259	25076731@N05	76790793@N07
260	25076731@N05	94564537@N06
261	25076731@N05	53474675@N06
262	25076731@N05	152770724@N05
263	25076731@N05	62195640@N06
264	25076731@N05	145089184@N04
265	25076731@N05	87845478@N07
266	25076731@N05	130915215@N07
267	25076731@N05	31384833@N08
268	25076731@N05	63421727@N02
269	25076731@N05	146888985@N04
270	25076731@N05	99064573@N08
271	25076731@N05	57706860@N07
272	25076731@N05	133127564@N08
273	25076731@N05	45653662@N06
274	25076731@N05	15028105@N03
275	25076731@N05	99845929@N08
276	25076731@N05	116030845@N04
277	25076731@N05	150181661@N02
278	25076731@N05	125780972@N06
279	25076731@N05	36662563@N00
280	25076731@N05	44576400@N05
281	25076731@N05	65415304@N00
282	25076731@N05	54290411@N07
283	25076731@N05	100496083@N02
284	25076731@N05	159490241@N07
285	25076731@N05	25496735@N03
286	25076731@N05	99443455@N02
287	25076731@N05	140582260@N06
288	25076731@N05	122875693@N05
289	25076731@N05	148140857@N04
290	25076731@N05	56694474@N00
291	25076731@N05	25643444@N08
292	25076731@N05	114712302@N04
293	25076731@N05	78362519@N03
294	25076731@N05	62470182@N06
295	25076731@N05	38330449@N05
296	25076731@N05	123849767@N05
297	25076731@N05	61519782@N04
298	25076731@N05	107263820@N03
299	25076731@N05	129542241@N02
300	25076731@N05	107124005@N05
301	25076731@N05	140697310@N02
302	25076731@N05	98156561@N02
303	25076731@N05	144087688@N07
304	25076731@N05	78951402@N03
305	25076731@N05	125987988@N02
306	25076731@N05	61360141@N07
307	25076731@N05	64666180@N03
308	25076731@N05	79644923@N07
309	25076731@N05	98242832@N02
310	25076731@N05	182917611@N04
311	25076731@N05	113571637@N06
312	25076731@N05	143614750@N04
313	25076731@N05	140574635@N08
314	25076731@N05	125227264@N06
315	25076731@N05	134632675@N07
316	25076731@N05	32896099@N05
317	25076731@N05	103252194@N07
318	25076731@N05	126394404@N06
319	25076731@N05	188799086@N05
320	25076731@N05	129365673@N05
321	25076731@N05	43742357@N03
322	25076731@N05	134590705@N07
323	25076731@N05	90853225@N07
324	25076731@N05	124264218@N07
325	25076731@N05	148308957@N06
326	25076731@N05	73741923@N05
327	25076731@N05	137487902@N02
328	25076731@N05	41111715@N08
329	25076731@N05	106265641@N02
330	25076731@N05	185874543@N06
331	25076731@N05	124241901@N08
332	25076731@N05	150550813@N07
333	25076731@N05	46142339@N08
334	25076731@N05	77020683@N08
335	25076731@N05	57759254@N02
336	25076731@N05	183969117@N03
337	25076731@N05	117214555@N06
338	25076731@N05	98226586@N03
339	25076731@N05	50857118@N08
340	25076731@N05	137618843@N04
341	25076731@N05	116923055@N05
342	25076731@N05	129117471@N02
343	25076731@N05	130215340@N08
344	25076731@N05	144604172@N07
345	25076731@N05	149988949@N08
346	25076731@N05	98662401@N04
347	25076731@N05	157135985@N07
348	25076731@N05	126445548@N08
349	25076731@N05	187224801@N08
350	25076731@N05	94923382@N07
351	25076731@N05	145357557@N08
352	25076731@N05	127207293@N08
353	25076731@N05	126968660@N05
354	25076731@N05	129455808@N03
355	25076731@N05	130382157@N08
356	25076731@N05	155321899@N08
357	25076731@N05	126375253@N05
358	25076731@N05	41097082@N06
359	25076731@N05	144107510@N05
360	25076731@N05	97254568@N04
361	25076731@N05	60899162@N07
362	25076731@N05	7768862@N07
363	25076731@N05	126139693@N07
364	25076731@N05	129588318@N05
365	25076731@N05	128764348@N07
366	25076731@N05	132188149@N03
367	25076731@N05	127116937@N02
368	25076731@N05	21538893@N05
369	25076731@N05	108374721@N02
370	25076731@N05	150262674@N05
371	25076731@N05	113213302@N04
372	25076731@N05	135221922@N03
373	25076731@N05	32599169@N08
374	25076731@N05	187727556@N08
375	25076731@N05	150455617@N03
376	25076731@N05	119199745@N06
377	25076731@N05	27396984@N02
378	25076731@N05	43417077@N04
379	25076731@N05	128118451@N05
380	25076731@N05	112069307@N03
381	25076731@N05	125762887@N06
382	25076731@N05	96667746@N04
383	25076731@N05	124034449@N02
384	25076731@N05	137692754@N02
385	25076731@N05	147167623@N02
386	25076731@N05	191255466@N02
387	25076731@N05	58920438@N05
388	25076731@N05	147774582@N02
389	25076731@N05	98959316@N05
390	25076731@N05	113064637@N08
391	25076731@N05	93781059@N07
392	25076731@N05	32852605@N03
393	25076731@N05	131714359@N04
394	25076731@N05	136430109@N08
395	25076731@N05	20238305@N04
396	25076731@N05	24795542@N08
397	25076731@N05	183705039@N08
398	25076731@N05	92437882@N03
399	25076731@N05	66490057@N07
400	25076731@N05	148936975@N07
401	25076731@N05	138652276@N06
402	25076731@N05	67141625@N03
403	25076731@N05	129562164@N05
404	25076731@N05	53014196@N04
405	25076731@N05	94869668@N02
406	25076731@N05	138346836@N05
407	25076731@N05	46467662@N04
408	25076731@N05	129113512@N08
409	25076731@N05	127996076@N03
410	25076731@N05	135056700@N04
411	25076731@N05	190450234@N08
412	25076731@N05	86195000@N00
413	25076731@N05	126550732@N02
414	25076731@N05	142566018@N04
415	25076731@N05	124472557@N05
416	25076731@N05	86619542@N06
417	25076731@N05	131648337@N05
418	25076731@N05	163528344@N06
419	25076731@N05	24142884@N02
420	25076731@N05	85042012@N07
421	25076731@N05	132186546@N03
422	25076731@N05	126577243@N08
423	25076731@N05	90435711@N02
424	25076731@N05	96148725@N03
425	25076731@N05	92909698@N06
426	25076731@N05	118942287@N03
427	25076731@N05	96275607@N02
428	25076731@N05	91894983@N06
429	25076731@N05	127915816@N03
430	25076731@N05	27495785@N05
431	25076731@N05	56340509@N02
432	25076731@N05	106909228@N06
433	25076731@N05	97594635@N05
434	25076731@N05	135493525@N08
435	25076731@N05	30702468@N08
436	25076731@N05	34054991@N08
437	25076731@N05	50724234@N02
438	25076731@N05	134564834@N04
439	25076731@N05	131679898@N04
440	25076731@N05	118721824@N07
441	25076731@N05	148101975@N05
442	25076731@N05	140125961@N07
443	25076731@N05	106749026@N06
444	25076731@N05	132468992@N03
445	25076731@N05	65512718@N08
446	25076731@N05	122368468@N08
447	25076731@N05	186989718@N05
448	25076731@N05	118548084@N05
449	25076731@N05	137272816@N06
450	25076731@N05	8719792@N05
451	25076731@N05	27130791@N04
452	25076731@N05	192482540@N04
453	25076731@N05	60906799@N08
454	25076731@N05	38879260@N08
455	25076731@N05	38258581@N03
456	25076731@N05	134360779@N04
457	25076731@N05	131602816@N05
458	25076731@N05	100063725@N06
459	25076731@N05	59097128@N02
460	25076731@N05	58561139@N05
461	25076731@N05	123718818@N04
462	25076731@N05	95952924@N05
463	25076731@N05	37129591@N08
464	25076731@N05	131982896@N02
465	25076731@N05	123626413@N06
466	25076731@N05	83854816@N07
467	25076731@N05	142154916@N07
468	25076731@N05	126807304@N02
469	25076731@N05	124911903@N05
470	25076731@N05	129049400@N05
471	25076731@N05	99093705@N04
472	25076731@N05	128783834@N04
473	25076731@N05	134291795@N06
474	25076731@N05	145770795@N07
475	25076731@N05	130381491@N08
476	25076731@N05	34002617@N07
477	25076731@N05	167750167@N06
478	25076731@N05	132006148@N06
479	25076731@N05	99143195@N03
480	25076731@N05	117937301@N02
481	25076731@N05	124260781@N05
482	25076731@N05	158466534@N04
483	25076731@N05	106283606@N05
484	25076731@N05	146443194@N05
485	25076731@N05	97612991@N05
486	25076731@N05	40545841@N08
487	25076731@N05	146379395@N05
488	25076731@N05	64224280@N00
489	25076731@N05	127964181@N03
490	25076731@N05	64092902@N05
491	25076731@N05	68959899@N06
492	25076731@N05	29602034@N05
493	25076731@N05	134564756@N07
494	25076731@N05	78526064@N02
495	25076731@N05	130038377@N08
496	25076731@N05	44645625@N04
497	25076731@N05	147048402@N05
498	25076731@N05	105231169@N03
499	25076731@N05	125616092@N05
500	25076731@N05	131933207@N03
501	25076731@N05	106061693@N07
502	25076731@N05	128944644@N03
503	25076731@N05	105990794@N05
504	25076731@N05	11097334@N06
505	25076731@N05	190893906@N08
506	25076731@N05	124447879@N07
507	25076731@N05	64486689@N08
508	25076731@N05	189508770@N03
509	25076731@N05	37897578@N08
510	25076731@N05	94903878@N00
511	25076731@N05	9738004@N08
512	25076731@N05	149825574@N08
513	25076731@N05	26440135@N04
514	25076731@N05	130474553@N03
515	25076731@N05	131242314@N02
516	25076731@N05	102581697@N03
517	25076731@N05	71598634@N08
518	25076731@N05	96181199@N05
519	25076731@N05	151175228@N08
520	25076731@N05	48899994@N02
521	25076731@N05	141214738@N04
522	25076731@N05	68688264@N05
523	25076731@N05	56115283@N04
524	25076731@N05	149751680@N04
525	25076731@N05	132208692@N03
526	25076731@N05	127913313@N06
527	25076731@N05	124752325@N08
528	25076731@N05	55034625@N03
529	25076731@N05	129146234@N08
530	25076731@N05	86688542@N06
531	25076731@N05	186541266@N02
532	25076731@N05	123495891@N02
533	25076731@N05	168495655@N07
534	25076731@N05	47841149@N02
535	25076731@N05	62889725@N08
536	25076731@N05	147902972@N04
537	25076731@N05	129719089@N06
538	25076731@N05	129898280@N05
539	25076731@N05	59982044@N02
540	25076731@N05	115985957@N08
541	25076731@N05	106657243@N05
542	25076731@N05	88113154@N06
543	25076731@N05	103195647@N08
544	25076731@N05	22545218@N06
545	25076731@N05	110262051@N02
546	25076731@N05	152990917@N08
547	25076731@N05	143865581@N02
548	25076731@N05	87603433@N08
549	25076731@N05	124246839@N08
550	25076731@N05	72389865@N05
551	25076731@N05	150848572@N07
552	25076731@N05	77031060@N08
553	25076731@N05	97188465@N06
554	25076731@N05	97144313@N03
555	25076731@N05	141391898@N04
556	25076731@N05	188709664@N02
557	25076731@N05	127851868@N04
558	25076731@N05	125379654@N07
559	25076731@N05	139688369@N05
560	25076731@N05	107949526@N07
561	25076731@N05	135763373@N05
562	25076731@N05	183326480@N08
563	25076731@N05	130447086@N06
564	25076731@N05	132395873@N06
565	25076731@N05	58161623@N08
566	25076731@N05	127623111@N08
567	25076731@N05	139137501@N06
568	25076731@N05	98756386@N07
569	25076731@N05	157252539@N04
570	25076731@N05	79601509@N02
571	25076731@N05	144723003@N02
572	25076731@N05	117848924@N05
573	25076731@N05	11636079@N02
574	25076731@N05	128653174@N02
575	25076731@N05	125933373@N06
576	25076731@N05	87078062@N07
577	25076731@N05	99986429@N02
578	25076731@N05	55142259@N07
579	25076731@N05	127963265@N08
580	25076731@N05	38134034@N04
581	25076731@N05	44093058@N06
582	25076731@N05	32252634@N04
583	25076731@N05	22808796@N00
584	25076731@N05	96128756@N07
585	25076731@N05	118689112@N04
586	25076731@N05	137845626@N04
587	25076731@N05	190538678@N05
588	25076731@N05	115731936@N07
589	25076731@N05	130337810@N02
590	25076731@N05	152491010@N07
591	25076731@N05	47782428@N00
592	25076731@N05	143224623@N02
593	25076731@N05	134303779@N03
594	25076731@N05	65901969@N05
595	25076731@N05	125411760@N08
596	25076731@N05	153321830@N03
597	25076731@N05	112101496@N07
598	25076731@N05	119012864@N05
599	25076731@N05	10445607@N06
600	25076731@N05	151628364@N03
601	25076731@N05	131645711@N03
602	25076731@N05	125597555@N08
603	25076731@N05	141658095@N07
604	25076731@N05	142828283@N02
605	25076731@N05	85500743@N04
606	25076731@N05	23202286@N03
607	25076731@N05	17307118@N00
608	25076731@N05	90534814@N05
609	25076731@N05	34135173@N05
610	25076731@N05	125700024@N04
611	25076731@N05	132110078@N07
612	25076731@N05	54025660@N08
613	25076731@N05	127391175@N08
614	25076731@N05	55488870@N08
615	25076731@N05	43960209@N02
616	25076731@N05	124668525@N02
617	25076731@N05	39611609@N03
618	25076731@N05	22215438@N05
619	25076731@N05	30599212@N07
620	25076731@N05	12039507@N06
621	25076731@N05	137701218@N07
622	25076731@N05	124277557@N07
623	25076731@N05	58308204@N02
624	25076731@N05	107955536@N08
625	25076731@N05	96646112@N02
626	25076731@N05	91049143@N00
627	25076731@N05	143005336@N03
628	25076731@N05	129830714@N03
629	25076731@N05	187617695@N08
630	25076731@N05	13762936@N03
631	25076731@N05	24367308@N05
632	25076731@N05	44331514@N06
633	25076731@N05	89197537@N05
634	25076731@N05	28281258@N05
635	25076731@N05	133202342@N02
636	25076731@N05	132067888@N06
637	25076731@N05	96417077@N00
638	25076731@N05	125913992@N02
639	25076731@N05	69615420@N00
640	25076731@N05	12966968@N04
641	25076731@N05	160500247@N06
642	25076731@N05	134407221@N02
643	25076731@N05	35072134@N06
644	25076731@N05	14717111@N06
645	25076731@N05	40834417@N08
646	25076731@N05	113876313@N02
647	25076731@N05	16983750@N04
648	25076731@N05	56521146@N07
649	25076731@N05	128541513@N03
650	25076731@N05	142008678@N06
651	25076731@N05	131394698@N07
652	25076731@N05	149618477@N06
653	25076731@N05	115124384@N05
654	25076731@N05	137963830@N08
655	25076731@N05	93445149@N06
656	25076731@N05	113749314@N02
657	25076731@N05	144770234@N06
658	25076731@N05	45349942@N07
659	25076731@N05	136809043@N05
660	25076731@N05	92116045@N07
661	25076731@N05	68166820@N08
662	25076731@N05	137682717@N05
663	25076731@N05	21046349@N00
664	25076731@N05	66845514@N04
665	25076731@N05	7671628@N02
666	25076731@N05	8041110@N06
667	25076731@N05	137481098@N07
668	25076731@N05	134606064@N06
669	25076731@N05	37508389@N00
670	25076731@N05	123879943@N03
671	25076731@N05	23804952@N00
672	25076731@N05	145763694@N06
673	25076731@N05	123836796@N03
674	25076731@N05	135164172@N08
675	25076731@N05	78028349@N04
676	25076731@N05	72332339@N03
677	25076731@N05	122846078@N08
678	25076731@N05	107318375@N05
679	25076731@N05	135405734@N04
680	25076731@N05	142452880@N05
681	25076731@N05	60175076@N03
682	25076731@N05	35652152@N07
683	25076731@N05	127619094@N06
684	25076731@N05	7448869@N03
685	25076731@N05	85453834@N05
686	25076731@N05	84475418@N00
687	25076731@N05	128901862@N07
688	25076731@N05	65325594@N03
689	25076731@N05	116628111@N02
690	25076731@N05	125180282@N08
691	25076731@N05	76670355@N04
692	25076731@N05	58422765@N02
693	25076731@N05	91510235@N04
694	25076731@N05	122854763@N04
695	25076731@N05	127014979@N05
696	25076731@N05	130307495@N03
697	25076731@N05	23608933@N00
698	25076731@N05	143575226@N05
699	25076731@N05	127406279@N06
700	25076731@N05	153119568@N02
701	25076731@N05	28996447@N08
702	25076731@N05	90530907@N02
703	25076731@N05	36250509@N06
704	25076731@N05	126449922@N08
705	25076731@N05	131421229@N03
706	25076731@N05	75490349@N02
707	25076731@N05	161574313@N06
708	25076731@N05	135357812@N03
709	25076731@N05	126530524@N05
710	25076731@N05	137822790@N02
711	25076731@N05	138445370@N08
712	25076731@N05	92021736@N06
713	25076731@N05	145254132@N02
714	25076731@N05	101433968@N07
715	25076731@N05	127955618@N08
716	25076731@N05	25817219@N02
717	25076731@N05	125284664@N06
718	25076731@N05	62741243@N04
719	25076731@N05	126295430@N05
720	25076731@N05	35530276@N07
721	25076731@N05	126951165@N05
722	25076731@N05	120744348@N08
723	25076731@N05	58147928@N02
724	25076731@N05	138917075@N08
725	25076731@N05	134373343@N03
726	25076731@N05	191796394@N08
727	25076731@N05	129787474@N06
728	25076731@N05	154561245@N06
729	25076731@N05	31308865@N02
730	25076731@N05	139558858@N06
731	25076731@N05	25638916@N05
732	25076731@N05	137217923@N04
733	25076731@N05	33549418@N08
734	25076731@N05	52725579@N05
735	25076731@N05	101116703@N07
736	25076731@N05	99496830@N08
737	25076731@N05	131175189@N06
738	25076731@N05	182874307@N07
739	25076731@N05	140036697@N08
740	25076731@N05	137339895@N06
741	25076731@N05	129937401@N04
742	25076731@N05	93083564@N07
743	25076731@N05	83495619@N04
744	25076731@N05	33080104@N07
745	25076731@N05	59424575@N05
746	25076731@N05	60279409@N08
747	25076731@N05	186369161@N07
748	25076731@N05	131598755@N08
749	25076731@N05	126688347@N04
750	25076731@N05	134818259@N05
751	25076731@N05	103443189@N03
752	25076731@N05	61103519@N04
753	25076731@N05	58830932@N05
754	25076731@N05	76557650@N00
755	25076731@N05	112791535@N06
756	25076731@N05	148109880@N05
757	25076731@N05	12680876@N05
758	25076731@N05	112302097@N08
759	25076731@N05	75672088@N03
760	25076731@N05	56765998@N02
761	25076731@N05	129355249@N02
762	25076731@N05	105148915@N07
763	25076731@N05	115802685@N05
764	25076731@N05	90758620@N02
765	25076731@N05	105272889@N08
766	25076731@N05	111824423@N04
767	25076731@N05	92721865@N06
768	25076731@N05	84310654@N03
769	25076731@N05	190060954@N08
770	25076731@N05	188028412@N07
771	25076731@N05	36794726@N08
772	25076731@N05	69129761@N06
773	25076731@N05	135076993@N05
774	25076731@N05	145770605@N04
775	25076731@N05	193190209@N03
776	25076731@N05	36385564@N04
777	25076731@N05	53328219@N08
778	25076731@N05	123518980@N03
779	25076731@N05	135675753@N08
780	25076731@N05	141970563@N05
781	25076731@N05	14188466@N03
782	25076731@N05	127112843@N04
783	25076731@N05	125716471@N06
784	25076731@N05	127735759@N07
785	25076731@N05	61215278@N00
786	25076731@N05	8521944@N05
787	25076731@N05	130597939@N05
788	25076731@N05	116677484@N05
789	25076731@N05	92414546@N04
790	25076731@N05	133431238@N04
791	25076731@N05	129071009@N07
792	25076731@N05	73915890@N00
793	25076731@N05	94442605@N05
794	25076731@N05	130654398@N05
795	25076731@N05	57761648@N02
796	25076731@N05	91728254@N02
797	25076731@N05	99241956@N06
798	25076731@N05	132346792@N06
799	25076731@N05	147383787@N06
800	25076731@N05	87437577@N03
801	25076731@N05	104456327@N03
802	25076731@N05	130820451@N02
803	25076731@N05	96154689@N06
804	25076731@N05	57933204@N04
805	25076731@N05	135905400@N07
806	25076731@N05	72904015@N05
807	25076731@N05	130398487@N07
808	25076731@N05	76598075@N07
809	25076731@N05	94224866@N07
810	25076731@N05	129565572@N05
811	25076731@N05	96517234@N05
812	25076731@N05	65770054@N05
813	25076731@N05	187487367@N07
814	25076731@N05	48868134@N03
815	25076731@N05	142313620@N04
816	25076731@N05	124773802@N06
817	25076731@N05	126330948@N05
818	25076731@N05	91856290@N08
819	25076731@N05	14533425@N04
820	25076731@N05	186968710@N08
821	25076731@N05	47545877@N06
822	25076731@N05	64547907@N03
823	25076731@N05	8221211@N06
824	25076731@N05	125333775@N04
825	25076731@N05	156302902@N07
826	25076731@N05	65101037@N08
827	25076731@N05	125668989@N08
828	25076731@N05	129340020@N03
829	25076731@N05	122274109@N03
830	25076731@N05	84560436@N07
831	25076731@N05	28326885@N03
832	25076731@N05	155621279@N02
833	25076731@N05	133258075@N07
834	25076731@N05	132738787@N06
835	25076731@N05	83116132@N05
836	25076731@N05	72463300@N00
837	25076731@N05	134349482@N04
838	25076731@N05	128923920@N08
839	25076731@N05	39921433@N07
840	25076731@N05	134867859@N05
841	25076731@N05	63848257@N06
842	25076731@N05	78758051@N06
843	25076731@N05	124365622@N02
844	25076731@N05	131477420@N06
845	25076731@N05	126064951@N02
846	25076731@N05	90487074@N04
847	25076731@N05	136470695@N03
848	25076731@N05	66973727@N03
849	25076731@N05	53079075@N05
850	25076731@N05	54902896@N04
851	25076731@N05	139633444@N03
852	25076731@N05	153509928@N02
853	25076731@N05	126654539@N08
854	25076731@N05	124501149@N08
855	25076731@N05	117480252@N04
856	25076731@N05	130951135@N04
857	25076731@N05	139664869@N02
858	25076731@N05	42777272@N03
859	25076731@N05	112430757@N03
860	25076731@N05	127900208@N03
861	25076731@N05	170533864@N04
862	25076731@N05	52818331@N07
863	25076731@N05	53043346@N05
864	25076731@N05	138020115@N07
865	25076731@N05	157106216@N08
866	25076731@N05	52273159@N06
867	25076731@N05	148827805@N04
868	25076731@N05	131510656@N06
869	25076731@N05	153634972@N02
870	25076731@N05	137079669@N06
871	25076731@N05	23940429@N04
872	25076731@N05	147390560@N06
873	25076731@N05	111524761@N02
