	index	sentence	origin	lang	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3
35	42	Its beautiful gardens and huge size makes it a good place to walk an afternoon stroll.	502	en	0.01887540891766548	0.005509254056960344	0.0517951063811779	0.02239183522760868	0.008906171657145023	0.030240802094340324	0.7724574208259583	0.04011191800236702	0.023167511448264122	0.026448752731084824	9.578281606081873e-05	0.7724574208259583	Criteria vii	0.0517951063811779	Criteria iii	0.04011191800236702	Criteria viii	0.7724574208259583	0.8643644452095032
36	43	It has title of Reflections at The Humble Administrator's Garden	502	en	0.2164028137922287	0.2006455659866333	0.08897051215171814	0.13439147174358368	0.007318784948438406	0.3170163035392761	0.009092397056519985	0.015782706439495087	0.004083922132849693	0.0055998447351157665	0.0006957125733606517	0.3170163035392761	Criteria vi	0.2164028137922287	Criteria i	0.2006455659866333	Criteria ii	0.3170163035392761	0.7340646833181381
37	44	It has tags of december, asia, reflection, city, administrators, garden, humble, chinese, peoples, suzhou, water, photography, asian, republic, prc, china, jiangsu, peoplesrepublicofchina	502	en	0.012085975147783756	0.13989637792110443	0.5162771940231323	0.08143702894449234	0.03879920765757561	0.19982962310314178	0.0033979748841375113	0.0015330222668126225	0.0028621077071875334	0.0038311525713652372	5.040555333835073e-05	0.5162771940231323	Criteria iii	0.19982962310314178	Criteria vi	0.13989637792110443	Criteria ii	0.5162771940231323	0.8560031950473785
38	45	The best time to take a stroll would be in autumn time, when the weather is cool and not humid, and the leaves are starting to turn red or orange and shredding before winter sets in.	503	en	0.004696395713835955	0.001990691991522908	0.010654629208147526	0.0055439043790102005	0.007162818219512701	0.007255249191075563	0.5780159831047058	0.18267013132572174	0.11927235126495361	0.08235787600278854	0.0003800474514719099	0.5780159831047058	Criteria vii	0.18267013132572174	Criteria viii	0.11927235126495361	Criteria ix	0.5780159831047058	0.8799584656953812
39	46	It has title of The colours of Autumn	503	en	0.01831202022731304	0.006470859982073307	0.024343224242329597	0.010216977447271347	0.0045389411970973015	0.026623424142599106	0.5212569832801819	0.09021330624818802	0.0931188091635704	0.20345476269721985	0.0014507605228573084	0.5212569832801819	Criteria vii	0.20345476269721985	Criteria x	0.0931188091635704	Criteria ix	0.5212569832801819	0.8178305551409721
40	47	It has tags of jiangsu, december, landscape, asia, tiger, water, autumn, city, venice, building, hill, province, house, east, canal, chinese, peoples, shanghai, suzhou, river, photography, asian, republic, prc, china, peoplesrepublicofchina	503	en	0.018925394862890244	0.09135204553604126	0.45918136835098267	0.13128915429115295	0.12907348573207855	0.10198671370744705	0.017846012488007545	0.007403411436825991	0.02361196093261242	0.019220292568206787	0.00011010943853762001	0.45918136835098267	Criteria iii	0.13128915429115295	Criteria iv	0.12907348573207855	Criteria v	0.45918136835098267	0.7195440083742142
41	48	A moon gate is a traditional architectural element in Chinese gardens	504	en	0.3001962900161743	0.14350523054599762	0.11890089511871338	0.3482547104358673	0.026647543534636497	0.04118736833333969	0.008745444007217884	0.005449713673442602	0.0032077280338853598	0.003785965731367469	0.000119211726996582	0.3482547104358673	Criteria iv	0.3001962900161743	Criteria i	0.14350523054599762	Criteria ii	0.3482547104358673	0.7919562309980392
42	49	These circular openings represent symbolically the heaven and perfection in Chinese culture	504	en	0.07393700629472733	0.030260106548666954	0.20151714980602264	0.16040293872356415	0.010125658474862576	0.5053523182868958	0.007830983959138393	0.005830636713653803	0.0018096911953762174	0.002431146102026105	0.0005023725680075586	0.5053523182868958	Criteria vi	0.20151714980602264	Criteria iii	0.16040293872356415	Criteria iv	0.5053523182868958	0.8672724068164825
43	50	This moon gate leads to a courtyard in the Lion Grove Garden, one of the classical gardens in Suzhou.	504	en	0.18726246058940887	0.12068969756364822	0.19999004900455475	0.3090997338294983	0.04556344822049141	0.09393633157014847	0.01980677619576454	0.007209327071905136	0.008009608834981918	0.008303978480398655	0.00012864939344581217	0.3090997338294983	Criteria iv	0.19999004900455475	Criteria iii	0.18726246058940887	Criteria i	0.3090997338294983	0.6963522434234619
44	51	It has title of China, Suzhou - Through a moon gate - July 2010	504	en	0.03545939922332764	0.0413559153676033	0.27351322770118713	0.06741540133953094	0.009806984104216099	0.5384392738342285	0.017146950587630272	0.009468277916312218	0.00246861157938838	0.004237097688019276	0.0006887878407724202	0.5384392738342285	Criteria vi	0.27351322770118713	Criteria iii	0.06741540133953094	Criteria iv	0.5384392738342285	0.8793679028749466
45	52	It has tags of china, suzhou, moon, gate, garden, boy, fan, round, traditional, circular, opening, wall, passageway, architecture, architectural, young, door, shui, feng, lion, grove, forest	504	en	0.01839589513838291	0.06569865345954895	0.5826520919799805	0.11557880789041519	0.04014725238084793	0.16733931005001068	0.0037626666016876698	0.001665427815169096	0.0022576397750526667	0.0024670299608260393	3.5156663216184825e-05	0.5826520919799805	Criteria iii	0.16733931005001068	Criteria vi	0.11557880789041519	Criteria iv	0.5826520919799805	0.8655702099204063
46	53	It has title of Suzhou, Soochow University	523	en	0.0492212176322937	0.06497197598218918	0.28732478618621826	0.08818913996219635	0.01059285830706358	0.47169458866119385	0.013539666309952736	0.005291105713695288	0.0030997060239315033	0.00571315735578537	0.0003617849142756313	0.47169458866119385	Criteria vi	0.28732478618621826	Criteria iii	0.08818913996219635	Criteria iv	0.47169458866119385	0.8472085148096085
47	54	It has title of In Suzhou	529	en	0.08725505322217941	0.05946578085422516	0.2094845026731491	0.08492138236761093	0.01003517396748066	0.28808632493019104	0.10137157142162323	0.07903366535902023	0.023302491754293442	0.05400955304503441	0.0030346184503287077	0.28808632493019104	Criteria vi	0.2094845026731491	Criteria iii	0.10137157142162323	Criteria vii	0.28808632493019104	0.5989423990249634
48	55	It has tags of suzhou, china, street, jiangsu, peoplesrepublicofchina	550	en	0.024766039103269577	0.11544070392847061	0.51619553565979	0.09676025062799454	0.02818104811012745	0.21057818830013275	0.0027196728624403477	0.0012105199275538325	0.0018677042098715901	0.0022296966053545475	5.0630405894480646e-05	0.51619553565979	Criteria iii	0.21057818830013275	Criteria vi	0.11544070392847061	Criteria ii	0.51619553565979	0.8422144278883934
49	56	Architect - I.M	613	en	0.7683016657829285	0.11484026908874512	0.022044915705919266	0.057398028671741486	0.0008483759593218565	0.03499174863100052	0.000251236924668774	0.0005606722552329302	7.563584222225472e-05	0.00010728400229709223	0.0005801950464956462	0.7683016657829285	Criteria i	0.11484026908874512	Criteria ii	0.057398028671741486	Criteria iv	0.7683016657829285	0.9405399635434151
50	57	It has title of Suzhou Museum main hall ceiling	613	en	0.29076439142227173	0.08731461316347122	0.20446185767650604	0.10940154641866684	0.003477539634332061	0.29679080843925476	0.0034396008122712374	0.0026157572865486145	0.0006250831647776067	0.0009290040470659733	0.00017981357814278454	0.29679080843925476	Criteria vi	0.29076439142227173	Criteria i	0.20446185767650604	Criteria iii	0.29679080843925476	0.7920170575380325
51	58	It has tags of museum, geometry, symmetry, impei, china, suzhou, modernist, ceiling	613	en	0.16562731564044952	0.19022424519062042	0.3100854754447937	0.23723386228084564	0.0065189325250685215	0.086464062333107	0.001210458460263908	0.0013267598114907742	0.0006724845734424889	0.000565356865990907	7.108459976734594e-05	0.3100854754447937	Criteria iii	0.23723386228084564	Criteria iv	0.19022424519062042	Criteria ii	0.3100854754447937	0.7375435829162598
52	59	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	614	en	0.01357287634164095	0.18403419852256775	0.50572669506073	0.0758901908993721	0.024882948026061058	0.18835732340812683	0.0021483534947037697	0.0010507365223020315	0.0018108556978404522	0.002453864086419344	7.200435356935486e-05	0.50572669506073	Criteria iii	0.18835732340812683	Criteria vi	0.18403419852256775	Criteria ii	0.50572669506073	0.8781182169914246
53	60	It has tags of mirror, mind, art, shouzuo, china, streetphoto, bw, iphonex	621	en	0.11829966306686401	0.05626530572772026	0.29192131757736206	0.07252752035856247	0.007011245936155319	0.44798558950424194	0.002491171471774578	0.002135670045390725	0.0005535751697607338	0.0005323502118699253	0.0002765510289464146	0.44798558950424194	Criteria vi	0.29192131757736206	Criteria iii	0.11829966306686401	Criteria i	0.44798558950424194	0.858206570148468
54	61	Suzhou, with its many canals and bridges, is often nicknamed the .Venice of the East	632	en	0.04900065436959267	0.15517738461494446	0.3300606608390808	0.18649664521217346	0.08173687011003494	0.18574826419353485	0.004699803423136473	0.0023678671568632126	0.0022685157600790262	0.002303237793967128	0.00014003590331412852	0.3300606608390808	Criteria iii	0.18649664521217346	Criteria iv	0.18574826419353485	Criteria vi	0.3300606608390808	0.7023055702447891
55	62	(although many other cities often also claim this title as well)	632	en	0.04889976605772972	0.14905187487602234	0.2983812391757965	0.34161198139190674	0.027992762625217438	0.09290020167827606	0.006554210092872381	0.006924524903297424	0.009542141109704971	0.01805855706334114	8.2862883573398e-05	0.34161198139190674	Criteria iv	0.2983812391757965	Criteria iii	0.14905187487602234	Criteria ii	0.34161198139190674	0.7890450954437256
56	63	Being very close to Shanghai has allowed it to become of the fastest growing cities in Mainland China	632	en	0.03467194363474846	0.020095549523830414	0.1005447655916214	0.062495775520801544	0.025790389627218246	0.058221668004989624	0.25261932611465454	0.1068025529384613	0.10151194036006927	0.23657554388046265	0.0006705757114104927	0.25261932611465454	Criteria vii	0.23657554388046265	Criteria x	0.1068025529384613	Criteria viii	0.25261932611465454	0.5959974229335785
57	64	It is also a popular tourist destination with its many UNESCO sites and attractions, such as this one near Tiger Hill.	632	en	0.002824949100613594	0.0005094844382256269	0.0033191207330673933	0.0010649515315890312	0.0008158914279192686	0.00491073215380311	0.900341808795929	0.03495650738477707	0.013360400684177876	0.03783606365323067	6.01008468947839e-05	0.900341808795929	Criteria vii	0.03783606365323067	Criteria x	0.03495650738477707	Criteria viii	0.900341808795929	0.9731343798339367
58	65	It has title of The many canals of Suzhou	632	en	0.12129948288202286	0.06976529210805893	0.28748077154159546	0.1573723703622818	0.020377207547426224	0.22415710985660553	0.05119242146611214	0.03319752588868141	0.016019310802221298	0.018768886104226112	0.00036967883352190256	0.28748077154159546	Criteria iii	0.22415710985660553	Criteria vi	0.1573723703622818	Criteria iv	0.28748077154159546	0.6690102517604828
59	66	It has tags of jiangsu, december, building, asia, east, water, city, venice, photography, hill, province, landscape, canal, chinese, peoples, suzhou, river, tiger, house, shanghai, asian, republic, prc, china, peoplesrepublicofchina	632	en	0.01749214343726635	0.13992470502853394	0.4360008239746094	0.19363701343536377	0.09667065739631653	0.08301771432161331	0.006323448847979307	0.004759548231959343	0.011637004092335701	0.010421330109238625	0.00011553481454029679	0.4360008239746094	Criteria iii	0.19363701343536377	Criteria iv	0.13992470502853394	Criteria ii	0.4360008239746094	0.7695625424385071
60	67	The modern Chinese woman is one that is confident with herself and able to blend into the modern era with ease, yet able to still dress in style like the well known Shanghai beauties of the 1930s.	641	en	0.18735343217849731	0.1601012647151947	0.13280774652957916	0.24789491295814514	0.06798216700553894	0.19315093755722046	0.004423100501298904	0.0020589835476130247	0.0016580362571403384	0.0020339081529527903	0.0005354802706278861	0.24789491295814514	Criteria iv	0.19315093755722046	Criteria vi	0.18735343217849731	Criteria i	0.24789491295814514	0.6283992826938629
61	68	It has title of The modern Chinese woman	641	en	0.028540268540382385	0.027636032551527023	0.09496916085481644	0.05481187254190445	0.004106257110834122	0.7806144952774048	0.0023331649135798216	0.0037065588403493166	0.0006170985288918018	0.001562446472235024	0.0011026420397683978	0.7806144952774048	Criteria vi	0.09496916085481644	Criteria iii	0.05481187254190445	Criteria iv	0.7806144952774048	0.9303955286741257
62	69	It has tags of jiangsu, december, asia, east, street, people, city, beauty, lady, modern, shanghai, chinese, peoples, confident, suzhou, woman, photography, asian, republic, prc, china, peoplesrepublicofchina, beautiful, mainland	641	en	0.014679990708827972	0.10419148206710815	0.471067875623703	0.07677075266838074	0.05507488548755646	0.24116159975528717	0.014417940750718117	0.003158755134791136	0.0071689593605697155	0.012158023193478584	0.00014971090422477573	0.471067875623703	Criteria iii	0.24116159975528717	Criteria vi	0.10419148206710815	Criteria ii	0.471067875623703	0.8164209574460983
63	70	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	646	en	0.01357287634164095	0.18403419852256775	0.50572669506073	0.0758901908993721	0.024882948026061058	0.18835732340812683	0.0021483534947037697	0.0010507365223020315	0.0018108556978404522	0.002453864086419344	7.200435356935486e-05	0.50572669506073	Criteria iii	0.18835732340812683	Criteria vi	0.18403419852256775	Criteria ii	0.50572669506073	0.8781182169914246
