	origin	index	candownload	url_c	url_q	url_n	url_largest	owner	owner_loc	title	description	comments	taken	views	people	tags	lat	lon	neighbourhood	url	local	tag_list	tag_len	NOT	year	time	week	unique_week	Chinese	English	Other_Lang	num_sent	revised_text	text_data	text_len	Criteria i	Criteria ii	Criteria iii	Criteria iv	Criteria v	Criteria vi	Criteria vii	Criteria viii	Criteria ix	Criteria x	Others	max_1_val	max_1_col	max_2_val	max_2_col	max_3_val	max_3_col	max_1	max_3	valid	max_1_col_agg	max_2_col_agg	max_3_col_agg	max_1_eq	max_3_eq
10	18	51858384092	1.0	https://live.staticflickr.com/65535/51858384092_231798119f_c.jpg	https://live.staticflickr.com/65535/51858384092_231798119f_q.jpg	https://live.staticflickr.com/65535/51858384092_231798119f_n.jpg	https://live.staticflickr.com/65535/51858384092_a582986e7f_o.jpg	57210421@N04	Beijing, China	上津桥	                               	0.0	2022-02-03 14:41:43	2.0	0.0	[]	31.290855	120.641824		https://www.flickr.com/photos/wishingbone/51858384092/	True	[]	0	False	2022	2022-02-03 14:41:43	5	202205					It has title of Shangjin Bridge	                               . It has title of 上津桥. It has tags of 		0.17954282462596893	0.06432494521141052	0.26165011525154114	0.13820531964302063	0.00987909734249115	0.201400488615036	0.05366845801472664	0.049119241535663605	0.014843525364995003	0.026548802852630615	0.0008172928937710822	0.26165011525154114	Criteria iii	0.201400488615036	Criteria vi	0.17954282462596893	Criteria i	0.26165011525154114	0.6425934284925461	True					
11	19	51859337811	1.0	https://live.staticflickr.com/65535/51859337811_e8976a320b_c.jpg	https://live.staticflickr.com/65535/51859337811_e8976a320b_q.jpg	https://live.staticflickr.com/65535/51859337811_e8976a320b_n.jpg	https://live.staticflickr.com/65535/51859337811_969ccd3fee_o.jpg	57210421@N04	Beijing, China	上津桥	                               	0.0	2022-02-03 14:42:12	2.0	0.0	[]	31.290855	120.641824		https://www.flickr.com/photos/wishingbone/51859337811/	True	[]	0	False	2022	2022-02-03 14:42:12	5	202205					It has title of Shangjin Bridge	                               . It has title of 上津桥. It has tags of 		0.17954282462596893	0.06432494521141052	0.26165011525154114	0.13820531964302063	0.00987909734249115	0.201400488615036	0.05366845801472664	0.049119241535663605	0.014843525364995003	0.026548802852630615	0.0008172928937710822	0.26165011525154114	Criteria iii	0.201400488615036	Criteria vi	0.17954282462596893	Criteria i	0.26165011525154114	0.6425934284925461	True					
12	20	51859673444	1.0	https://live.staticflickr.com/65535/51859673444_367bac8bf1_c.jpg	https://live.staticflickr.com/65535/51859673444_367bac8bf1_q.jpg	https://live.staticflickr.com/65535/51859673444_367bac8bf1_n.jpg	https://live.staticflickr.com/65535/51859673444_745d86ff5b_o.jpg	57210421@N04	Beijing, China	上津桥	                               	0.0	2022-02-03 14:42:36	2.0	0.0	[]	31.290855	120.641824		https://www.flickr.com/photos/wishingbone/51859673444/	True	[]	0	False	2022	2022-02-03 14:42:36	5	202205					It has title of Shangjin Bridge	                               . It has title of 上津桥. It has tags of 		0.17954282462596893	0.06432494521141052	0.26165011525154114	0.13820531964302063	0.00987909734249115	0.201400488615036	0.05366845801472664	0.049119241535663605	0.014843525364995003	0.026548802852630615	0.0008172928937710822	0.26165011525154114	Criteria iii	0.201400488615036	Criteria vi	0.17954282462596893	Criteria i	0.26165011525154114	0.6425934284925461	True					
13	21	51858386362	1.0	https://live.staticflickr.com/65535/51858386362_317923253a_c.jpg	https://live.staticflickr.com/65535/51858386362_317923253a_q.jpg	https://live.staticflickr.com/65535/51858386362_317923253a_n.jpg	https://live.staticflickr.com/65535/51858386362_cea1064931_o.jpg	57210421@N04	Beijing, China	灭渡桥	                               	0.0	2022-02-03 13:32:19	0.0	0.0	[]	31.290855	120.641824		https://www.flickr.com/photos/wishingbone/51858386362/	True	[]	0	False	2022	2022-02-03 13:32:19	5	202205					It has title of Extinction Bridge	                               . It has title of 灭渡桥. It has tags of 		0.03661638870835304	0.006713004782795906	0.0330297127366066	0.016526514664292336	0.0021975187119096518	0.03886547312140465	0.19109731912612915	0.293536514043808	0.05875677987933159	0.3144168555736542	0.008243769407272339	0.3144168555736542	Criteria x	0.293536514043808	Criteria viii	0.19109731912612915	Criteria vii	0.3144168555736542	0.7990506887435913	True					
14	22	51859340181	1.0	https://live.staticflickr.com/65535/51859340181_fe13d9e898_c.jpg	https://live.staticflickr.com/65535/51859340181_fe13d9e898_q.jpg	https://live.staticflickr.com/65535/51859340181_fe13d9e898_n.jpg	https://live.staticflickr.com/65535/51859340181_fa455e8fc0_o.jpg	57210421@N04	Beijing, China	灭渡桥	                               	0.0	2022-02-03 13:33:07	0.0	0.0	[]	31.290855	120.641824		https://www.flickr.com/photos/wishingbone/51859340181/	True	[]	0	False	2022	2022-02-03 13:33:07	5	202205					It has title of Extinction Bridge	                               . It has title of 灭渡桥. It has tags of 		0.03661638870835304	0.006713004782795906	0.0330297127366066	0.016526514664292336	0.0021975187119096518	0.03886547312140465	0.19109731912612915	0.293536514043808	0.05875677987933159	0.3144168555736542	0.008243769407272339	0.3144168555736542	Criteria x	0.293536514043808	Criteria viii	0.19109731912612915	Criteria vii	0.3144168555736542	0.7990506887435913	True					
15	23	51849953700	1.0	https://live.staticflickr.com/65535/51849953700_f05f7f7160_c.jpg	https://live.staticflickr.com/65535/51849953700_f05f7f7160_q.jpg	https://live.staticflickr.com/65535/51849953700_f05f7f7160_n.jpg	https://live.staticflickr.com/65535/51849953700_96800c1624_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:21:32	6.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849953700/	True	[]	0	False	2022	2022-01-29 13:21:32	4	202204	1.0	0.0	0.0	1.0	It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 	8.0	0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True	Criteria vi	Criteria iii	Criteria iv	True	1.0
16	24	51849624444	1.0	https://live.staticflickr.com/65535/51849624444_897ffdfb13_c.jpg	https://live.staticflickr.com/65535/51849624444_897ffdfb13_q.jpg	https://live.staticflickr.com/65535/51849624444_897ffdfb13_n.jpg	https://live.staticflickr.com/65535/51849624444_751be8a04d_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:22:05	5.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849624444/	True	[]	0	False	2022	2022-01-29 13:22:05	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
17	25	51849298111	1.0	https://live.staticflickr.com/65535/51849298111_d9b7880c1f_c.jpg	https://live.staticflickr.com/65535/51849298111_d9b7880c1f_q.jpg	https://live.staticflickr.com/65535/51849298111_d9b7880c1f_n.jpg	https://live.staticflickr.com/65535/51849298111_d61d939d65_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:23:15	7.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849298111/	True	[]	0	False	2022	2022-01-29 13:23:15	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
18	26	51849624014	1.0	https://live.staticflickr.com/65535/51849624014_c72aeaebf4_c.jpg	https://live.staticflickr.com/65535/51849624014_c72aeaebf4_q.jpg	https://live.staticflickr.com/65535/51849624014_c72aeaebf4_n.jpg	https://live.staticflickr.com/65535/51849624014_aca7067bd3_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:24:21	3.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849624014/	True	[]	0	False	2022	2022-01-29 13:24:21	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
19	27	51849362548	1.0	https://live.staticflickr.com/65535/51849362548_44e3a8949f_c.jpg	https://live.staticflickr.com/65535/51849362548_44e3a8949f_q.jpg	https://live.staticflickr.com/65535/51849362548_44e3a8949f_n.jpg	https://live.staticflickr.com/65535/51849362548_051e49e52e_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:25:03	3.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849362548/	True	[]	0	False	2022	2022-01-29 13:25:03	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
20	28	51849362308	1.0	https://live.staticflickr.com/65535/51849362308_c9a0335468_c.jpg	https://live.staticflickr.com/65535/51849362308_c9a0335468_q.jpg	https://live.staticflickr.com/65535/51849362308_c9a0335468_n.jpg	https://live.staticflickr.com/65535/51849362308_9ca3011db0_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:25:43	6.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849362308/	True	[]	0	False	2022	2022-01-29 13:25:43	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
21	29	51849361923	1.0	https://live.staticflickr.com/65535/51849361923_4586005b92_c.jpg	https://live.staticflickr.com/65535/51849361923_4586005b92_q.jpg	https://live.staticflickr.com/65535/51849361923_4586005b92_n.jpg	https://live.staticflickr.com/65535/51849361923_3bed6f76e0_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:26:31	6.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849361923/	True	[]	0	False	2022	2022-01-29 13:26:31	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
22	30	51849952060	1.0	https://live.staticflickr.com/65535/51849952060_4dda95805f_c.jpg	https://live.staticflickr.com/65535/51849952060_4dda95805f_q.jpg	https://live.staticflickr.com/65535/51849952060_4dda95805f_n.jpg	https://live.staticflickr.com/65535/51849952060_8f67df8509_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:26:55	5.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849952060/	True	[]	0	False	2022	2022-01-29 13:26:55	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
23	31	51849622829	1.0	https://live.staticflickr.com/65535/51849622829_294a62853e_c.jpg	https://live.staticflickr.com/65535/51849622829_294a62853e_q.jpg	https://live.staticflickr.com/65535/51849622829_294a62853e_n.jpg	https://live.staticflickr.com/65535/51849622829_dc2988dde3_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:27:20	3.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849622829/	True	[]	0	False	2022	2022-01-29 13:27:20	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
24	32	51849951555	1.0	https://live.staticflickr.com/65535/51849951555_ebf2d3b741_c.jpg	https://live.staticflickr.com/65535/51849951555_ebf2d3b741_q.jpg	https://live.staticflickr.com/65535/51849951555_ebf2d3b741_n.jpg	https://live.staticflickr.com/65535/51849951555_9747be0aa6_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:27:26	3.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849951555/	True	[]	0	False	2022	2022-01-29 13:27:26	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
25	33	51849622429	1.0	https://live.staticflickr.com/65535/51849622429_5a126893da_c.jpg	https://live.staticflickr.com/65535/51849622429_5a126893da_q.jpg	https://live.staticflickr.com/65535/51849622429_5a126893da_n.jpg	https://live.staticflickr.com/65535/51849622429_f3e1bee78a_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:27:55	5.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849622429/	True	[]	0	False	2022	2022-01-29 13:27:55	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
26	34	51848329347	1.0	https://live.staticflickr.com/65535/51848329347_b1c9696160_c.jpg	https://live.staticflickr.com/65535/51848329347_b1c9696160_q.jpg	https://live.staticflickr.com/65535/51848329347_b1c9696160_n.jpg	https://live.staticflickr.com/65535/51848329347_78d84fc80c_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:28:17	7.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51848329347/	True	[]	0	False	2022	2022-01-29 13:28:17	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
27	35	51849950845	1.0	https://live.staticflickr.com/65535/51849950845_b9962bb0cb_c.jpg	https://live.staticflickr.com/65535/51849950845_b9962bb0cb_q.jpg	https://live.staticflickr.com/65535/51849950845_b9962bb0cb_n.jpg	https://live.staticflickr.com/65535/51849950845_4925b6d0c2_o.jpg	57210421@N04	Beijing, China	元代的江南	                               	0.0	2022-01-29 13:28:37	6.0	0.0	[]	31.32523	120.623391		https://www.flickr.com/photos/wishingbone/51849950845/	True	[]	0	False	2022	2022-01-29 13:28:37	4	202204					It has title of Jiangnan in Yuan Dynasty	                               . It has title of 元代的江南. It has tags of 		0.09498859941959381	0.11076804995536804	0.22046616673469543	0.12265010178089142	0.00843135453760624	0.4024786055088043	0.007570468354970217	0.014587434008717537	0.005225019529461861	0.011958172544836998	0.0008760647615417838	0.4024786055088043	Criteria vi	0.22046616673469543	Criteria iii	0.12265010178089142	Criteria iv	0.4024786055088043	0.7455948740243912	True					
